job_attempt_id,run_chid,attempt_kind,restart_parent_job_attempt_id,attempt_input_sha256,run_core_sha256,attempt_input_path,return_dir,checkpoint_manifest_sha256,T_end_s,fds_version_planned,fds_version_actual,exit_status,allocated_cores,wall_clock_s,prepared_at_utc,status
d_q027_s50_x50_g25_r104729_a01,d_q027_s50_x50_g25_r104729,initial,,8f9266b09b326ab17802501e22ba5f40fe1f06743ea3305bfba56864ecbeaffa,86afea6fb20cf62f3dbe0662993d093969e0d95f5d3a3adc9265964c282e8151,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s50_x50_g25_r104729\attempts\d_q027_s50_x50_g25_r104729_a01\d_q027_s50_x50_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s50_x50_g25_r104729\attempts\d_q027_s50_x50_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5634.019,2026-08-21T03:18:41.217346+00:00,COMPLETED_ACCEPTED_G4
d_q036_s35_x50_g25_r104729_a01,d_q036_s35_x50_g25_r104729,initial,,b5888c334dac02816dae6ccd0708a4e72259b08e196b97baca0607f2bd05b9fa,cc40e40584ce6f474f81884650ed6cc9fd01ad36bf1028fea2a007ad58fb55ae,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x50_g25_r104729\attempts\d_q036_s35_x50_g25_r104729_a01\d_q036_s35_x50_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x50_g25_r104729\attempts\d_q036_s35_x50_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6573.436,2026-08-21T03:18:41.231463+00:00,COMPLETED_ACCEPTED_G4
d_q036_s45_x50_g25_r104729_a01,d_q036_s45_x50_g25_r104729,initial,,31baf865d032c33a12136841a3c88f8b28a53e8ac46fec11aefb77be38d497c5,46652bf285869acea860b58ecd742e09f55216762c8ee1d2520823574ec972e7,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s45_x50_g25_r104729\attempts\d_q036_s45_x50_g25_r104729_a01\d_q036_s45_x50_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s45_x50_g25_r104729\attempts\d_q036_s45_x50_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6337.406,2026-08-21T03:18:41.244020+00:00,COMPLETED_ACCEPTED_G4
d_q018_s35_x40_g25_r104729_a01,d_q018_s35_x40_g25_r104729,initial,,6ac699b867222253729e841866696749cfa1b078e790ac883ae4268fa7f89ca5,dc0fc900e953310ad4979653bab5299e9f248aedc86ee40be1d704135637d204,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x40_g25_r104729\attempts\d_q018_s35_x40_g25_r104729_a01\d_q018_s35_x40_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x40_g25_r104729\attempts\d_q018_s35_x40_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5723.353,2026-08-21T03:18:41.256819+00:00,COMPLETED_ACCEPTED_G4
d_q018_s35_x50_g25_r204729_a01,d_q018_s35_x50_g25_r204729,initial,,ad01e8495f3a239770997430320182c15c3478898cb948ee8420e41dfc4ffb00,7c7a7e1445e6655bfd7b3f897365634649eb77e2f2588562159031e0d3b34d95,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x50_g25_r204729\attempts\d_q018_s35_x50_g25_r204729_a01\d_q018_s35_x50_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x50_g25_r204729\attempts\d_q018_s35_x50_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5880.437,2026-08-21T03:18:41.276400+00:00,COMPLETED_ACCEPTED_G4
d_q018_s35_x50_g25_r304729_a01,d_q018_s35_x50_g25_r304729,initial,,c55346536677a9b9084ef0cb218899fcdc2337502c09cced7333ffee2c718537,8300452c9451d1569a381177550a722037076f4ca22a5122c0c44b55cf2ddeaa,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x50_g25_r304729\attempts\d_q018_s35_x50_g25_r304729_a01\d_q018_s35_x50_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x50_g25_r304729\attempts\d_q018_s35_x50_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5654.443,2026-08-21T03:18:41.291369+00:00,COMPLETED_ACCEPTED_G4
d_q018_s35_x60_g25_r104729_a01,d_q018_s35_x60_g25_r104729,initial,,a1fcbddfd7e0b57eca06516b909983b384a007ffc5cd20ec214c090170e7f2d4,883caee807407e0a5bbabb97d4d5bf6f788ff879b6da14e5274ab6b8435a2a25,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x60_g25_r104729\attempts\d_q018_s35_x60_g25_r104729_a01\d_q018_s35_x60_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s35_x60_g25_r104729\attempts\d_q018_s35_x60_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5637.744,2026-08-21T03:18:41.306953+00:00,COMPLETED_ACCEPTED_G4
d_q018_s50_x40_g25_r104729_a01,d_q018_s50_x40_g25_r104729,initial,,df8a69bfc631cd18826bae6b7df47cd3b3c7610b29062b93fe1f27a115333004,0d85842dbbc3bdfac5d036141b4d59e65075d1723a5066e55d5a6ae8ce23036b,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s50_x40_g25_r104729\attempts\d_q018_s50_x40_g25_r104729_a01\d_q018_s50_x40_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s50_x40_g25_r104729\attempts\d_q018_s50_x40_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5071.751,2026-08-21T03:18:41.319675+00:00,COMPLETED_ACCEPTED_G4
d_q018_s50_x60_g25_r104729_a01,d_q018_s50_x60_g25_r104729,initial,,300806840017a956ce1d64ad604aa8ee789c21c70287c9256eb9a8130d3825cf,bbd399c3b91f2792f00d10b69af4af7bcffdf014094e7352ada43e013e9787f1,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s50_x60_g25_r104729\attempts\d_q018_s50_x60_g25_r104729_a01\d_q018_s50_x60_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q018_s50_x60_g25_r104729\attempts\d_q018_s50_x60_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,4934.912,2026-08-21T03:18:41.332674+00:00,COMPLETED_ACCEPTED_G4
d_q027_s45_x40_g25_r204729_a01,d_q027_s45_x40_g25_r204729,initial,,19c61e5d15f6a61d923a66dc1b89e06f3d95bb9313fb967961a13959c6212bc1,51e6256031e99810d0293df25cc155cf81595c921021892c15bc420e2bfea3cf,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x40_g25_r204729\attempts\d_q027_s45_x40_g25_r204729_a01\d_q027_s45_x40_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x40_g25_r204729\attempts\d_q027_s45_x40_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5832.714,2026-08-21T03:18:41.349700+00:00,COMPLETED_ACCEPTED_G4
d_q027_s45_x40_g25_r304729_a01,d_q027_s45_x40_g25_r304729,initial,,ef744140c8693823f44c3cac4d13ac8ab51d0485ecfe4dbc2c417a7280a67fd3,aedbba6f710b2c3c653944f2135ebaf51c6a4879d1e7e90efe5dba8e25629a03,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x40_g25_r304729\attempts\d_q027_s45_x40_g25_r304729_a01\d_q027_s45_x40_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x40_g25_r304729\attempts\d_q027_s45_x40_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5768.414,2026-08-21T03:18:41.364603+00:00,COMPLETED_ACCEPTED_G4
d_q027_s45_x60_g25_r204729_a01,d_q027_s45_x60_g25_r204729,initial,,a7e315652db3264cbff758ee9f7afece99bd0aa709680f053ea0e89f709af01d,791d2290fad3134c1d5aa556580f1e8659453a1d72bb317030015c09b3c4feea,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x60_g25_r204729\attempts\d_q027_s45_x60_g25_r204729_a01\d_q027_s45_x60_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x60_g25_r204729\attempts\d_q027_s45_x60_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5850.591,2026-08-21T03:18:41.380113+00:00,COMPLETED_ACCEPTED_G4
d_q027_s45_x60_g25_r304729_a01,d_q027_s45_x60_g25_r304729,initial,,9fe9c7adaa70d6c09436f4c042929aadf74b2cefc9db8e30f8d79c74c29c0062,5f3da8bb7bf024adce0e6d56962f3d623ef767406d1135923f5710aba36e1673,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x60_g25_r304729\attempts\d_q027_s45_x60_g25_r304729_a01\d_q027_s45_x60_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q027_s45_x60_g25_r304729\attempts\d_q027_s45_x60_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5801.942,2026-08-21T03:18:41.393956+00:00,COMPLETED_ACCEPTED_G4
d_q036_s35_x40_g25_r104729_a01,d_q036_s35_x40_g25_r104729,initial,,ae9ab14ea5ffbf71a2adfb5d301b8855acd48cf0854116e75cd97e343972a458,6055f6efc3c5ec254f3fd59d4fc35afd4761383dfdf77904b454049e69fe90e5,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x40_g25_r104729\attempts\d_q036_s35_x40_g25_r104729_a01\d_q036_s35_x40_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x40_g25_r104729\attempts\d_q036_s35_x40_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6374.265,2026-08-21T03:18:41.420787+00:00,COMPLETED_ACCEPTED_G4
d_q036_s35_x60_g25_r104729_a01,d_q036_s35_x60_g25_r104729,initial,,c99fd0e42ee8fc6b49c7832ee2f1ff880f45420b64cd6f37d5596347bf779ef7,a82f653c8528a9b89c87ecb7f26a6f03790886ed4d0f5a5e9748c05738addfef,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x60_g25_r104729\attempts\d_q036_s35_x60_g25_r104729_a01\d_q036_s35_x60_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s35_x60_g25_r104729\attempts\d_q036_s35_x60_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6290.81,2026-08-21T03:18:41.443864+00:00,COMPLETED_ACCEPTED_G4
d_q036_s50_x40_g25_r104729_a01,d_q036_s50_x40_g25_r104729,initial,,48457c532adbdce5a88ff8f8d9d745808954c30b96ffd0bfc9bc09c09adaa39f,dd9d900ca102f5871a2d4ca54a02085e184fde1aee27e615d3dd7763a54689e2,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x40_g25_r104729\attempts\d_q036_s50_x40_g25_r104729_a01\d_q036_s50_x40_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x40_g25_r104729\attempts\d_q036_s50_x40_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5963.969,2026-08-21T03:18:41.467922+00:00,COMPLETED_ACCEPTED_G4
d_q036_s50_x50_g25_r204729_a01,d_q036_s50_x50_g25_r204729,initial,,899b117d744121cd1d9b025047a44566e0bfed23ba4c8b0bbdc3f8f820f5b4c5,ff6e8e5d41fdaef31d003698178531a0df713f45983f53d7ad3e946ef992d007,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x50_g25_r204729\attempts\d_q036_s50_x50_g25_r204729_a01\d_q036_s50_x50_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x50_g25_r204729\attempts\d_q036_s50_x50_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,5981.743,2026-08-21T03:18:41.490215+00:00,COMPLETED_ACCEPTED_G4
d_q036_s50_x50_g25_r304729_a01,d_q036_s50_x50_g25_r304729,initial,,92ab8d681121bc1c429e982c292009163c591921929c002e920b7689f8e509e0,523ac1864b487f823ea8748ae4b7ca530f1a1d5522bd4f08d6563cd5da4f58aa,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x50_g25_r304729\attempts\d_q036_s50_x50_g25_r304729_a01\d_q036_s50_x50_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x50_g25_r304729\attempts\d_q036_s50_x50_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6120.991,2026-08-21T03:18:41.510218+00:00,COMPLETED_ACCEPTED_G4
d_q036_s50_x60_g25_r104729_a01,d_q036_s50_x60_g25_r104729,initial,,0de6e9657979917ccab8e6fd763bb2d930c0e2e75e76bd5e19f6914ca6add6eb,a42dcc0fa0f991b4be805fa1c6f374c8539ca4bef90aafd124dbe9b748f2cafe,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x60_g25_r104729\attempts\d_q036_s50_x60_g25_r104729_a01\d_q036_s50_x60_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\development\d_q036_s50_x60_g25_r104729\attempts\d_q036_s50_x60_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),FDS-6.9.1-0-g889da6a-release,FDS_COMPLETED_SUCCESSFULLY,21,6064.726,2026-08-21T03:18:41.536578+00:00,COMPLETED_ACCEPTED_G4
l01_q022_s40_x50_g25_r104729_a01,l01_q022_s40_x50_g25_r104729,initial,,8a94267f3b0202887fcd573b5a78424c3f4e2c1b6f3d1ffd9a29ab0ea75dec61,e08a69729c1681ac9b8436980e055b34db6abfade378cb08d61053f15f149193,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r104729\attempts\l01_q022_s40_x50_g25_r104729_a01\l01_q022_s40_x50_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r104729\attempts\l01_q022_s40_x50_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.553815+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l01_q022_s40_x50_g25_r204729_a01,l01_q022_s40_x50_g25_r204729,initial,,38bb5bffef2d646d1f0723bb8821e354a8a215056aa327c39f8ce9f932b7ee0c,a2d552c6d86c2a9569ecdeee9c634790274b7ec36765526333414cc3648b0706,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r204729\attempts\l01_q022_s40_x50_g25_r204729_a01\l01_q022_s40_x50_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r204729\attempts\l01_q022_s40_x50_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.587055+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l01_q022_s40_x50_g25_r304729_a01,l01_q022_s40_x50_g25_r304729,initial,,7052c0c93e32269a244f2f2663cf708a29a2f0bf9018aca3354a968aa5bb220d,e9d7d096e3dc636958c24fa327b877335393fc83daa4c0055b196104abe091f6,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r304729\attempts\l01_q022_s40_x50_g25_r304729_a01\l01_q022_s40_x50_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l01_q022_s40_x50_g25_r304729\attempts\l01_q022_s40_x50_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.633245+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l02_q032_s40_x50_g25_r104729_a01,l02_q032_s40_x50_g25_r104729,initial,,ba9a85d2ec55520e92c9d9015186aa0d64fc2d4c1068332e255af585e45d39e2,c4c42d5ceb887d6b977955e84c8d0dd34472b8c3a543d3f0b7b411c41a8a39c2,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r104729\attempts\l02_q032_s40_x50_g25_r104729_a01\l02_q032_s40_x50_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r104729\attempts\l02_q032_s40_x50_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.653245+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l02_q032_s40_x50_g25_r204729_a01,l02_q032_s40_x50_g25_r204729,initial,,cf8682d688143e8fb73cf4cfb847be6f2e2d1e8da4bde60127008615e3f18044,65339006027e3a762096788e435671285739169299c9447e6aad7029be935327,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r204729\attempts\l02_q032_s40_x50_g25_r204729_a01\l02_q032_s40_x50_g25_r204729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r204729\attempts\l02_q032_s40_x50_g25_r204729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.685694+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l02_q032_s40_x50_g25_r304729_a01,l02_q032_s40_x50_g25_r304729,initial,,d0bd64b0ed056081b2a0cfa0abf50fb76eedd9e8135b25b75863198d10855f1c,bc1468085bb2661c863cce2ee4f1bb415d0ad427b69a5cb1ab2573806f1b22d4,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r304729\attempts\l02_q032_s40_x50_g25_r304729_a01\l02_q032_s40_x50_g25_r304729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l02_q032_s40_x50_g25_r304729\attempts\l02_q032_s40_x50_g25_r304729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.714220+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l03_q022_s45_x42p5_g25_r104729_a01,l03_q022_s45_x42p5_g25_r104729,initial,,738578533f77634bd9b6ceab126b07f73e13a14416d4d1df5dfce11af71e2464,591cc63d16e5774592e8cb274c8b68d3e01ec19687473ea9945989ae245cf3fe,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l03_q022_s45_x42p5_g25_r104729\attempts\l03_q022_s45_x42p5_g25_r104729_a01\l03_q022_s45_x42p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l03_q022_s45_x42p5_g25_r104729\attempts\l03_q022_s45_x42p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.730265+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l04_q022_s45_x57p5_g25_r104729_a01,l04_q022_s45_x57p5_g25_r104729,initial,,2fa00c05ceb7c8cc945675c08303c9312589097529ab640fdbdfa329c2176593,197415fb7c491f0a459231b6ffa73942a30f890e497707a41950d7a9957398b6,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l04_q022_s45_x57p5_g25_r104729\attempts\l04_q022_s45_x57p5_g25_r104729_a01\l04_q022_s45_x57p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l04_q022_s45_x57p5_g25_r104729\attempts\l04_q022_s45_x57p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.756971+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l05_q032_s50_x42p5_g25_r104729_a01,l05_q032_s50_x42p5_g25_r104729,initial,,13fd8666dffacbd3212beba396b7feb4b7d887f88aa9b158d728a4937aa9ed96,47ed703b9ceac41f9cdc954b672fcc473d412fde382b92309a58fa74c0a0dde7,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l05_q032_s50_x42p5_g25_r104729\attempts\l05_q032_s50_x42p5_g25_r104729_a01\l05_q032_s50_x42p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l05_q032_s50_x42p5_g25_r104729\attempts\l05_q032_s50_x42p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.776037+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l06_q032_s50_x57p5_g25_r104729_a01,l06_q032_s50_x57p5_g25_r104729,initial,,72c28eadf7af8df373a22fcaecbe6eac7ef3183061141c64338619f7e7d67a92,aaeca8ad5d62a49230dea9cc9ecf002d71b609a30375924e66ae30eeda6123d7,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l06_q032_s50_x57p5_g25_r104729\attempts\l06_q032_s50_x57p5_g25_r104729_a01\l06_q032_s50_x57p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l06_q032_s50_x57p5_g25_r104729\attempts\l06_q032_s50_x57p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.793238+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l07_q018_s40_x42p5_g25_r104729_a01,l07_q018_s40_x42p5_g25_r104729,initial,,c21a627d0a83f6f32b5b3ae334be556fab3f3ef8fcfd81727b1dbb45cfb347eb,2dcd099175e21e9d7f040f8d50a1f2253642da615fd13b9cef39536bd4badd2a,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l07_q018_s40_x42p5_g25_r104729\attempts\l07_q018_s40_x42p5_g25_r104729_a01\l07_q018_s40_x42p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l07_q018_s40_x42p5_g25_r104729\attempts\l07_q018_s40_x42p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.812276+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l08_q018_s40_x57p5_g25_r104729_a01,l08_q018_s40_x57p5_g25_r104729,initial,,a9e3d901b15b6fce224cceb92615897282d037fe8af07f92143185f1b1e94f21,7846b5fb4fdbfdad469c5c49797bccb917153db1e305676421ebecf0da6f2840,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l08_q018_s40_x57p5_g25_r104729\attempts\l08_q018_s40_x57p5_g25_r104729_a01\l08_q018_s40_x57p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l08_q018_s40_x57p5_g25_r104729\attempts\l08_q018_s40_x57p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.849034+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l09_q036_s40_x42p5_g25_r104729_a01,l09_q036_s40_x42p5_g25_r104729,initial,,243200f35793fa7de95cadbd193967f23f6719c92a683b95322a3806f7e5020f,1000d7a474e52f3a70de6e1995dd615143134ea8b836d6752ed88e478f46d3db,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l09_q036_s40_x42p5_g25_r104729\attempts\l09_q036_s40_x42p5_g25_r104729_a01\l09_q036_s40_x42p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l09_q036_s40_x42p5_g25_r104729\attempts\l09_q036_s40_x42p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.862781+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
l10_q036_s40_x57p5_g25_r104729_a01,l10_q036_s40_x57p5_g25_r104729,initial,,2e8054bc5c11e37c86858ef5cdab7ddb88a37709888db1bb554853ecad6ea83e,e2df0b1379e9946daa94323d259518ae063ffbd63d7b6cd564ef30df277a8108,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l10_q036_s40_x57p5_g25_r104729\attempts\l10_q036_s40_x57p5_g25_r104729_a01\l10_q036_s40_x57p5_g25_r104729.fds,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\runs\lockbox\l10_q036_s40_x57p5_g25_r104729\attempts\l10_q036_s40_x57p5_g25_r104729_a01,,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),,,,,2026-08-21T03:18:41.883823+00:00,LOCKBOX_SEALED_NOT_RUNNABLE
