subset,purpose,case_kind,parent_case_id,physical_case_id,run_chid,replicate_id,Q_requested_MW,Af_requested_m2,Af_discrete_m2,Df_requested_m,Df_discrete_m,burner_side_requested_m,burner_bounds,xf_requested_m,xf_actual_m,yf_actual_m,dx_m,mesh_profile,sensor_profile,output_profile,rnd_seed,T_end_s,fds_version_planned,run_core_sha256,source_input_path,status
development,development_seed_repeat,fire,d_q036_s50,d_q036_s50_x50,d_q036_s50_x50_g25_r204729,r204729,36,25,25,5.64189583547756,5.64189583547756,5,"[47.5, 52.5, 2.5, 7.5]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,204729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),ff6e8e5d41fdaef31d003698178531a0df713f45983f53d7ad3e946ef992d007,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\development\g3\d_q036_s50_x50_g25_r204729.fds,COMPLETED_ACCEPTED_G4
development,development_seed_repeat,fire,d_q036_s50,d_q036_s50_x50,d_q036_s50_x50_g25_r304729,r304729,36,25,25,5.64189583547756,5.64189583547756,5,"[47.5, 52.5, 2.5, 7.5]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,304729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),523ac1864b487f823ea8748ae4b7ca530f1a1d5522bd4f08d6563cd5da4f58aa,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\development\g3\d_q036_s50_x50_g25_r304729.fds,COMPLETED_ACCEPTED_G4
development,development_offset,fire,d_q036_s50,d_q036_s50_x60,d_q036_s50_x60_g25_r104729,r104729,36,25,25,5.64189583547756,5.64189583547756,5,"[57.5, 62.5, 2.5, 7.5]",60,60,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),a42dcc0fa0f991b4be805fa1c6f374c8539ca4bef90aafd124dbe9b748f2cafe,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\development\g3\d_q036_s50_x60_g25_r104729.fds,COMPLETED_ACCEPTED_G4
lockbox,independent_confirmation,fire,l01,l01,l01_q022_s40_x50_g25_r104729,r104729,22,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),e08a69729c1681ac9b8436980e055b34db6abfade378cb08d61053f15f149193,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l01_q022_s40_x50_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l01,l01,l01_q022_s40_x50_g25_r204729,r204729,22,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,204729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),a2d552c6d86c2a9569ecdeee9c634790274b7ec36765526333414cc3648b0706,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l01_q022_s40_x50_g25_r204729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l01,l01,l01_q022_s40_x50_g25_r304729,r304729,22,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,304729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),e9d7d096e3dc636958c24fa327b877335393fc83daa4c0055b196104abe091f6,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l01_q022_s40_x50_g25_r304729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l02,l02,l02_q032_s40_x50_g25_r104729,r104729,32,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),c4c42d5ceb887d6b977955e84c8d0dd34472b8c3a543d3f0b7b411c41a8a39c2,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l02_q032_s40_x50_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l02,l02,l02_q032_s40_x50_g25_r204729,r204729,32,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,204729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),65339006027e3a762096788e435671285739169299c9447e6aad7029be935327,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l02_q032_s40_x50_g25_r204729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l02,l02,l02_q032_s40_x50_g25_r304729,r304729,32,16,16,4.51351666838205,4.51351666838205,4,"[48.0, 52.0, 3.0, 7.0]",50,50,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,304729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),bc1468085bb2661c863cce2ee4f1bb415d0ad427b69a5cb1ab2573806f1b22d4,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l02_q032_s40_x50_g25_r304729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l03,l03,l03_q022_s45_x42p5_g25_r104729,r104729,22,20.25,20.25,5.07770625192981,5.07770625192981,4.5,"[40.25, 44.75, 2.75, 7.25]",42.5,42.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),591cc63d16e5774592e8cb274c8b68d3e01ec19687473ea9945989ae245cf3fe,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l03_q022_s45_x42p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l04,l04,l04_q022_s45_x57p5_g25_r104729,r104729,22,20.25,20.25,5.07770625192981,5.07770625192981,4.5,"[55.25, 59.75, 2.75, 7.25]",57.5,57.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),197415fb7c491f0a459231b6ffa73942a30f890e497707a41950d7a9957398b6,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l04_q022_s45_x57p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l05,l05,l05_q032_s50_x42p5_g25_r104729,r104729,32,25,25,5.64189583547756,5.64189583547756,5,"[40.0, 45.0, 2.5, 7.5]",42.5,42.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),47ed703b9ceac41f9cdc954b672fcc473d412fde382b92309a58fa74c0a0dde7,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l05_q032_s50_x42p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l06,l06,l06_q032_s50_x57p5_g25_r104729,r104729,32,25,25,5.64189583547756,5.64189583547756,5,"[55.0, 60.0, 2.5, 7.5]",57.5,57.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),aaeca8ad5d62a49230dea9cc9ecf002d71b609a30375924e66ae30eeda6123d7,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l06_q032_s50_x57p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l07,l07,l07_q018_s40_x42p5_g25_r104729,r104729,18,16,16,4.51351666838205,4.51351666838205,4,"[40.5, 44.5, 3.0, 7.0]",42.5,42.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),2dcd099175e21e9d7f040f8d50a1f2253642da615fd13b9cef39536bd4badd2a,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l07_q018_s40_x42p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l08,l08,l08_q018_s40_x57p5_g25_r104729,r104729,18,16,16,4.51351666838205,4.51351666838205,4,"[55.5, 59.5, 3.0, 7.0]",57.5,57.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),7846b5fb4fdbfdad469c5c49797bccb917153db1e305676421ebecf0da6f2840,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l08_q018_s40_x57p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l09,l09,l09_q036_s40_x42p5_g25_r104729,r104729,36,16,16,4.51351666838205,4.51351666838205,4,"[40.5, 44.5, 3.0, 7.0]",42.5,42.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),1000d7a474e52f3a70de6e1995dd615143134ea8b836d6752ed88e478f46d3db,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l09_q036_s40_x42p5_g25_r104729.fds,SEALED_G3_LOCKBOX
lockbox,independent_confirmation,fire,l10,l10,l10_q036_s40_x57p5_g25_r104729,r104729,36,16,16,4.51351666838205,4.51351666838205,4,"[55.5, 59.5, 3.0, 7.0]",57.5,57.5,5,0.25,no_wind_symmetric_v1,no_wind_global_t90_v1,light,104729,300,6.10.1 (FDS-6.10.1-0-g12efa16-release),e2df0b1379e9946daa94323d259518ae063ffbd63d7b6cd564ef30df277a8108,C:\Users\Administrator\Desktop\科研\tunnel-fire-research\fds_inputs\lockbox\g3\l10_q036_s40_x57p5_g25_r104729.fds,SEALED_G3_LOCKBOX
