,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
   47600,2026-07-30T07:08:33.416+08:00, 0.572E-02, 255.21310, 0.30043E+05
   47700,2026-07-30T07:09:36.464+08:00, 0.507E-02, 255.77026, 0.30106E+05
   47800,2026-07-30T07:10:38.266+08:00, 0.507E-02, 256.27702, 0.30167E+05
   47900,2026-07-30T07:11:39.041+08:00, 0.557E-02, 256.79139, 0.30227E+05
   48000,2026-07-30T07:12:41.129+08:00, 0.548E-02, 257.36719, 0.30289E+05
   48100,2026-07-30T07:13:43.200+08:00, 0.548E-02, 257.91484, 0.30351E+05
   48200,2026-07-30T07:14:44.411+08:00, 0.477E-02, 258.42920, 0.30412E+05
   48300,2026-07-30T07:15:45.955+08:00, 0.577E-02, 258.97964, 0.30473E+05
   48400,2026-07-30T07:16:47.472+08:00, 0.515E-02, 259.54979, 0.30534E+05
   48500,2026-07-30T07:17:48.990+08:00, 0.567E-02, 260.09994, 0.30595E+05
   48600,2026-07-30T07:18:51.724+08:00, 0.503E-02, 260.62169, 0.30657E+05
   48700,2026-07-30T07:19:53.063+08:00, 0.521E-02, 261.13523, 0.30718E+05
   48800,2026-07-30T07:20:54.777+08:00, 0.556E-02, 261.66772, 0.30780E+05
   48900,2026-07-30T07:21:56.631+08:00, 0.497E-02, 262.20773, 0.30841E+05
   49000,2026-07-30T07:22:57.806+08:00, 0.547E-02, 262.74441, 0.30902E+05
   49100,2026-07-30T07:23:59.567+08:00, 0.533E-02, 263.27871, 0.30963E+05
   49200,2026-07-30T07:25:01.120+08:00, 0.533E-02, 263.81139, 0.31024E+05
   49300,2026-07-30T07:26:03.259+08:00, 0.475E-02, 264.33773, 0.31086E+05
   49400,2026-07-30T07:27:04.363+08:00, 0.523E-02, 264.85507, 0.31147E+05
   49500,2026-07-30T07:28:05.767+08:00, 0.575E-02, 265.42049, 0.31208E+05
   49600,2026-07-30T07:29:07.218+08:00, 0.575E-02, 265.99531, 0.31269E+05
   49700,2026-07-30T07:30:08.508+08:00, 0.514E-02, 266.52612, 0.31330E+05
   49800,2026-07-30T07:31:09.488+08:00, 0.565E-02, 267.04084, 0.31390E+05
   49900,2026-07-30T07:32:11.075+08:00, 0.504E-02, 267.58010, 0.31452E+05
   50000,2026-07-30T07:33:13.871+08:00, 0.498E-02, 268.07426, 0.31514E+05
   50100,2026-07-30T07:34:16.368+08:00, 0.548E-02, 268.60016, 0.31576E+05
   50200,2026-07-30T07:35:18.274+08:00, 0.548E-02, 269.14799, 0.31638E+05
   50300,2026-07-30T07:36:19.788+08:00, 0.531E-02, 269.71660, 0.31699E+05
   50400,2026-07-30T07:37:22.551+08:00, 0.516E-02, 270.24129, 0.31761E+05
   50500,2026-07-30T07:38:24.531+08:00, 0.516E-02, 270.75772, 0.31823E+05
   50600,2026-07-30T07:39:25.646+08:00, 0.568E-02, 271.30152, 0.31883E+05
   50700,2026-07-30T07:40:27.450+08:00, 0.625E-02, 271.90481, 0.31945E+05
   50800,2026-07-30T07:41:29.526+08:00, 0.540E-02, 272.45479, 0.32007E+05
   50900,2026-07-30T07:42:31.027+08:00, 0.540E-02, 272.99453, 0.32068E+05
   51000,2026-07-30T07:43:32.706+08:00, 0.540E-02, 273.53427, 0.32129E+05
   51100,2026-07-30T07:44:34.017+08:00, 0.594E-02, 274.09883, 0.32190E+05
   51200,2026-07-30T07:45:36.508+08:00, 0.528E-02, 274.67029, 0.32252E+05
   51300,2026-07-30T07:46:38.368+08:00, 0.507E-02, 275.17229, 0.32313E+05
   51400,2026-07-30T07:47:40.129+08:00, 0.514E-02, 275.67428, 0.32375E+05
   51500,2026-07-30T07:48:42.478+08:00, 0.545E-02, 276.25323, 0.32437E+05
   51600,2026-07-30T07:49:45.572+08:00, 0.481E-02, 276.76475, 0.32499E+05
   51700,2026-07-30T07:50:47.581+08:00, 0.530E-02, 277.28663, 0.32561E+05
   51800,2026-07-30T07:51:49.454+08:00, 0.641E-02, 277.87690, 0.32623E+05
   51900,2026-07-30T07:52:51.873+08:00, 0.511E-02, 278.44525, 0.32685E+05
   52000,2026-07-30T07:53:54.350+08:00, 0.511E-02, 278.95635, 0.32747E+05
   52100,2026-07-30T07:54:56.337+08:00, 0.562E-02, 279.47613, 0.32808E+05
   52200,2026-07-30T07:55:58.364+08:00, 0.618E-02, 280.07657, 0.32870E+05
   52300,2026-07-30T07:57:00.951+08:00, 0.556E-02, 280.65977, 0.32932E+05
   52400,2026-07-30T07:58:04.022+08:00, 0.495E-02, 281.18858, 0.32995E+05
   52500,2026-07-30T07:59:06.408+08:00, 0.544E-02, 281.72149, 0.33057E+05
   52600,2026-07-30T08:00:08.655+08:00, 0.599E-02, 282.29300, 0.33119E+05
   52700,2026-07-30T08:01:12.019+08:00, 0.536E-02, 282.87283, 0.33181E+05
   52800,2026-07-30T08:02:14.672+08:00, 0.521E-02, 283.38836, 0.33244E+05
   52900,2026-07-30T08:03:16.708+08:00, 0.509E-02, 283.87344, 0.33305E+05
   53000,2026-07-30T08:04:19.182+08:00, 0.550E-02, 284.45077, 0.33367E+05
   53100,2026-07-30T08:05:22.712+08:00, 0.483E-02, 284.97766, 0.33431E+05
   53200,2026-07-30T08:06:24.736+08:00, 0.531E-02, 285.49524, 0.33492E+05
   53300,2026-07-30T08:07:26.625+08:00, 0.522E-02, 286.01146, 0.33554E+05
   53400,2026-07-30T08:08:28.793+08:00, 0.574E-02, 286.57545, 0.33615E+05
   53500,2026-07-30T08:09:32.495+08:00, 0.485E-02, 287.11177, 0.33679E+05
   53600,2026-07-30T08:10:34.446+08:00, 0.533E-02, 287.60900, 0.33740E+05
   53700,2026-07-30T08:11:36.242+08:00, 0.533E-02, 288.14209, 0.33802E+05
   53800,2026-07-30T08:12:38.448+08:00, 0.586E-02, 288.71730, 0.33864E+05
   53900,2026-07-30T08:13:42.192+08:00, 0.578E-02, 289.27497, 0.33927E+05
   54000,2026-07-30T08:14:44.640+08:00, 0.514E-02, 289.81008, 0.33989E+05
   54100,2026-07-30T08:15:47.461+08:00, 0.566E-02, 290.37313, 0.34051E+05
   54200,2026-07-30T08:16:48.984+08:00, 0.555E-02, 290.92778, 0.34112E+05
   54300,2026-07-30T08:17:52.970+08:00, 0.437E-02, 291.43980, 0.34176E+05
   54400,2026-07-30T08:18:54.661+08:00, 0.529E-02, 291.95485, 0.34237E+05
   54500,2026-07-30T08:19:56.549+08:00, 0.581E-02, 292.49340, 0.34299E+05
   54600,2026-07-30T08:20:58.718+08:00, 0.572E-02, 293.03955, 0.34361E+05
   54700,2026-07-30T08:22:01.333+08:00, 0.499E-02, 293.59855, 0.34423E+05
   54800,2026-07-30T08:23:03.711+08:00, 0.531E-02, 294.11343, 0.34485E+05
   54900,2026-07-30T08:24:06.739+08:00, 0.558E-02, 294.65489, 0.34547E+05
   55000,2026-07-30T08:25:09.222+08:00, 0.500E-02, 295.21216, 0.34609E+05
   55100,2026-07-30T08:26:11.705+08:00, 0.540E-02, 295.70116, 0.34672E+05
   55200,2026-07-30T08:27:14.180+08:00, 0.517E-02, 296.23313, 0.34734E+05
   55300,2026-07-30T08:28:16.717+08:00, 0.608E-02, 296.81373, 0.34796E+05
   55400,2026-07-30T08:29:19.527+08:00, 0.535E-02, 297.37118, 0.34858E+05
   55500,2026-07-30T08:30:22.080+08:00, 0.535E-02, 297.90576, 0.34920E+05
   55600,2026-07-30T08:31:24.048+08:00, 0.588E-02, 298.44943, 0.34982E+05
   55700,2026-07-30T08:32:26.789+08:00, 0.499E-02, 299.01583, 0.35044E+05
   55800,2026-07-30T08:33:29.712+08:00, 0.491E-02, 299.54204, 0.35107E+05
   55886,2026-07-30T08:34:23.110+08:00, 0.304E-02, 300.00000, 0.35160E+05
