,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
   41500,2026-07-30T07:14:17.588+08:00, 0.456E-02, 177.59555, 0.30234E+05
   41600,2026-07-30T07:15:35.013+08:00, 0.356E-02, 177.96871, 0.30311E+05
   41700,2026-07-30T07:16:53.211+08:00, 0.431E-02, 178.38284, 0.30389E+05
   41800,2026-07-30T07:18:11.883+08:00, 0.379E-02, 178.77639, 0.30467E+05
   41900,2026-07-30T07:19:30.565+08:00, 0.368E-02, 179.18441, 0.30545E+05
   42000,2026-07-30T07:20:49.068+08:00, 0.364E-02, 179.52379, 0.30623E+05
   42100,2026-07-30T07:22:07.129+08:00, 0.440E-02, 179.94285, 0.30700E+05
   42200,2026-07-30T07:23:28.123+08:00, 0.277E-02, 180.30205, 0.30781E+05
   42300,2026-07-30T07:24:47.682+08:00, 0.446E-02, 180.68566, 0.30860E+05
   42400,2026-07-30T07:26:07.992+08:00, 0.390E-02, 181.08499, 0.30940E+05
   42500,2026-07-30T07:27:27.665+08:00, 0.420E-02, 181.49060, 0.31019E+05
   42600,2026-07-30T07:28:46.632+08:00, 0.356E-02, 181.88013, 0.31097E+05
   42700,2026-07-30T07:30:05.492+08:00, 0.391E-02, 182.25209, 0.31175E+05
   42800,2026-07-30T07:31:24.217+08:00, 0.348E-02, 182.60812, 0.31254E+05
   42900,2026-07-30T07:32:42.812+08:00, 0.463E-02, 183.03641, 0.31332E+05
   43000,2026-07-30T07:34:03.635+08:00, 0.331E-02, 183.44514, 0.31412E+05
   43100,2026-07-30T07:35:23.720+08:00, 0.441E-02, 183.83631, 0.31491E+05
   43200,2026-07-30T07:36:44.027+08:00, 0.341E-02, 184.23148, 0.31571E+05
   43300,2026-07-30T07:38:03.020+08:00, 0.454E-02, 184.60742, 0.31650E+05
   43400,2026-07-30T07:39:22.240+08:00, 0.359E-02, 185.01286, 0.31728E+05
   43500,2026-07-30T07:40:40.647+08:00, 0.395E-02, 185.38233, 0.31806E+05
   43600,2026-07-30T07:41:58.516+08:00, 0.391E-02, 185.79497, 0.31884E+05
   43700,2026-07-30T07:43:15.698+08:00, 0.473E-02, 186.20969, 0.31960E+05
   43800,2026-07-30T07:44:34.467+08:00, 0.426E-02, 186.65098, 0.32038E+05
   43900,2026-07-30T07:45:52.368+08:00, 0.417E-02, 187.03915, 0.32116E+05
   44000,2026-07-30T07:47:10.136+08:00, 0.417E-02, 187.45651, 0.32193E+05
   44100,2026-07-30T07:48:27.459+08:00, 0.400E-02, 187.83473, 0.32270E+05
   44200,2026-07-30T07:49:44.652+08:00, 0.440E-02, 188.26510, 0.32347E+05
   44300,2026-07-30T07:51:01.852+08:00, 0.427E-02, 188.67677, 0.32423E+05
   44400,2026-07-30T07:52:19.397+08:00, 0.375E-02, 189.09149, 0.32500E+05
   44500,2026-07-30T07:53:35.510+08:00, 0.402E-02, 189.45603, 0.32576E+05
   44600,2026-07-30T07:54:53.320+08:00, 0.359E-02, 189.84801, 0.32653E+05
   44700,2026-07-30T07:56:09.735+08:00, 0.435E-02, 190.22553, 0.32729E+05
   44800,2026-07-30T07:57:27.156+08:00, 0.378E-02, 190.66072, 0.32806E+05
   44900,2026-07-30T07:58:45.548+08:00, 0.504E-02, 191.06168, 0.32884E+05
   45000,2026-07-30T08:00:04.403+08:00, 0.399E-02, 191.53312, 0.32962E+05
   45100,2026-07-30T08:01:22.248+08:00, 0.439E-02, 191.93776, 0.33039E+05
   45200,2026-07-30T08:02:40.794+08:00, 0.334E-02, 192.34598, 0.33117E+05
   45300,2026-07-30T08:03:57.690+08:00, 0.404E-02, 192.72098, 0.33194E+05
   45400,2026-07-30T08:05:15.572+08:00, 0.392E-02, 193.14532, 0.33271E+05
   45500,2026-07-30T08:06:32.564+08:00, 0.431E-02, 193.54892, 0.33348E+05
   45600,2026-07-30T08:07:50.149+08:00, 0.431E-02, 193.97996, 0.33425E+05
   45700,2026-07-30T08:09:07.632+08:00, 0.411E-02, 194.35810, 0.33502E+05
   45800,2026-07-30T08:10:25.309+08:00, 0.354E-02, 194.77725, 0.33579E+05
   45900,2026-07-30T08:11:42.041+08:00, 0.429E-02, 195.14784, 0.33655E+05
   46000,2026-07-30T08:12:58.812+08:00, 0.384E-02, 195.56613, 0.33731E+05
   46100,2026-07-30T08:14:14.848+08:00, 0.422E-02, 195.96304, 0.33807E+05
   46200,2026-07-30T08:15:31.143+08:00, 0.418E-02, 196.39756, 0.33883E+05
   46300,2026-07-30T08:16:45.707+08:00, 0.375E-02, 196.77983, 0.33957E+05
   46400,2026-07-30T08:17:57.430+08:00, 0.364E-02, 197.16883, 0.34028E+05
   46500,2026-07-30T08:19:08.625+08:00, 0.400E-02, 197.54361, 0.34099E+05
   46600,2026-07-30T08:20:17.847+08:00, 0.484E-02, 197.97694, 0.34167E+05
   46700,2026-07-30T08:21:33.236+08:00, 0.367E-02, 198.40547, 0.34242E+05
   46800,2026-07-30T08:22:47.937+08:00, 0.395E-02, 198.78401, 0.34316E+05
   46900,2026-07-30T08:24:02.385+08:00, 0.388E-02, 199.19379, 0.34390E+05
   47000,2026-07-30T08:25:15.988+08:00, 0.427E-02, 199.60510, 0.34463E+05
   47100,2026-07-30T08:26:32.231+08:00, 0.373E-02, 200.01412, 0.34539E+05
   47200,2026-07-30T08:27:47.754+08:00, 0.451E-02, 200.44266, 0.34614E+05
   47300,2026-07-30T08:29:02.353+08:00, 0.399E-02, 200.88552, 0.34688E+05
   47400,2026-07-30T08:30:16.783+08:00, 0.388E-02, 201.27885, 0.34762E+05
   47500,2026-07-30T08:31:31.119+08:00, 0.421E-02, 201.71175, 0.34836E+05
   47600,2026-07-30T08:32:45.625+08:00, 0.378E-02, 202.13047, 0.34910E+05
   47700,2026-07-30T08:33:57.972+08:00, 0.378E-02, 202.50880, 0.34982E+05
   47800,2026-07-30T08:35:11.047+08:00, 0.367E-02, 202.86679, 0.35054E+05
   47900,2026-07-30T08:36:22.674+08:00, 0.403E-02, 203.26315, 0.35126E+05
   48000,2026-07-30T08:37:37.811+08:00, 0.397E-02, 203.69848, 0.35200E+05
   48100,2026-07-30T08:38:50.405+08:00, 0.436E-02, 204.10070, 0.35272E+05
   48200,2026-07-30T08:40:00.071+08:00, 0.385E-02, 204.54959, 0.35341E+05
   48300,2026-07-30T08:41:11.461+08:00, 0.424E-02, 204.95944, 0.35412E+05
   48400,2026-07-30T08:42:23.636+08:00, 0.466E-02, 205.41156, 0.35484E+05
   48500,2026-07-30T08:43:38.965+08:00, 0.403E-02, 205.82113, 0.35559E+05
   48600,2026-07-30T08:44:53.310+08:00, 0.443E-02, 206.25019, 0.35632E+05
   48700,2026-07-30T08:46:10.260+08:00, 0.336E-02, 206.64344, 0.35709E+05
   48800,2026-07-30T08:47:25.666+08:00, 0.447E-02, 207.04106, 0.35784E+05
   48900,2026-07-30T08:48:41.042+08:00, 0.371E-02, 207.42757, 0.35859E+05
   49000,2026-07-30T08:49:56.366+08:00, 0.494E-02, 207.85481, 0.35933E+05
   49100,2026-07-30T08:51:13.276+08:00, 0.395E-02, 208.29457, 0.36010E+05
   49200,2026-07-30T08:52:29.757+08:00, 0.435E-02, 208.71453, 0.36086E+05
   49300,2026-07-30T08:53:47.197+08:00, 0.388E-02, 209.13815, 0.36163E+05
   49400,2026-07-30T08:55:05.048+08:00, 0.461E-02, 209.54504, 0.36240E+05
   49500,2026-07-30T08:56:23.723+08:00, 0.403E-02, 209.95889, 0.36318E+05
   49600,2026-07-30T08:57:41.542+08:00, 0.443E-02, 210.36467, 0.36395E+05
   49700,2026-07-30T08:58:59.323+08:00, 0.443E-02, 210.80749, 0.36473E+05
   49800,2026-07-30T09:00:17.010+08:00, 0.477E-02, 211.21483, 0.36550E+05
   49900,2026-07-30T09:01:34.929+08:00, 0.373E-02, 211.66196, 0.36627E+05
   50000,2026-07-30T09:02:52.519+08:00, 0.446E-02, 212.04698, 0.36704E+05
   50100,2026-07-30T09:04:10.573+08:00, 0.391E-02, 212.49144, 0.36782E+05
   50200,2026-07-30T09:05:28.285+08:00, 0.430E-02, 212.88966, 0.36859E+05
   50300,2026-07-30T09:06:46.874+08:00, 0.424E-02, 213.33738, 0.36937E+05
   50400,2026-07-30T09:08:05.576+08:00, 0.380E-02, 213.71869, 0.37015E+05
   50500,2026-07-30T09:09:25.117+08:00, 0.363E-02, 214.11406, 0.37094E+05
   50600,2026-07-30T09:10:45.150+08:00, 0.394E-02, 214.46321, 0.37174E+05
   50700,2026-07-30T09:12:05.080+08:00, 0.434E-02, 214.89281, 0.37253E+05
   50800,2026-07-30T09:13:24.120+08:00, 0.423E-02, 215.28187, 0.37332E+05
   50900,2026-07-30T09:14:42.793+08:00, 0.405E-02, 215.71731, 0.37410E+05
   51000,2026-07-30T09:16:02.419+08:00, 0.362E-02, 216.08480, 0.37489E+05
   51100,2026-07-30T09:17:21.135+08:00, 0.438E-02, 216.50464, 0.37567E+05
   51200,2026-07-30T09:18:39.586+08:00, 0.384E-02, 216.89692, 0.37645E+05
   51300,2026-07-30T09:19:56.810+08:00, 0.371E-02, 217.29184, 0.37721E+05
   51400,2026-07-30T09:21:13.201+08:00, 0.371E-02, 217.66276, 0.37797E+05
   51500,2026-07-30T09:22:30.261+08:00, 0.494E-02, 218.13082, 0.37874E+05
   51600,2026-07-30T09:23:49.012+08:00, 0.388E-02, 218.55166, 0.37952E+05
   51700,2026-07-30T09:25:05.719+08:00, 0.427E-02, 218.94894, 0.38028E+05
   51800,2026-07-30T09:26:23.381+08:00, 0.334E-02, 219.33057, 0.38105E+05
   51900,2026-07-30T09:27:39.993+08:00, 0.367E-02, 219.68379, 0.38181E+05
   52000,2026-07-30T09:28:58.174+08:00, 0.363E-02, 220.06044, 0.38259E+05
   52100,2026-07-30T09:30:15.770+08:00, 0.440E-02, 220.47706, 0.38336E+05
   52200,2026-07-30T09:31:35.181+08:00, 0.375E-02, 220.85326, 0.38415E+05
   52300,2026-07-30T09:32:53.589+08:00, 0.454E-02, 221.28327, 0.38493E+05
   52400,2026-07-30T09:34:12.173+08:00, 0.355E-02, 221.64827, 0.38571E+05
   52500,2026-07-30T09:35:29.789+08:00, 0.473E-02, 222.07158, 0.38648E+05
   52600,2026-07-30T09:36:47.902+08:00, 0.409E-02, 222.52076, 0.38726E+05
   52700,2026-07-30T09:38:05.512+08:00, 0.444E-02, 222.92766, 0.38803E+05
   52800,2026-07-30T09:39:22.344+08:00, 0.382E-02, 223.30673, 0.38879E+05
   52900,2026-07-30T09:40:39.020+08:00, 0.421E-02, 223.70055, 0.38955E+05
   53000,2026-07-30T09:41:56.559+08:00, 0.361E-02, 224.07325, 0.39032E+05
   53100,2026-07-30T09:43:13.225+08:00, 0.397E-02, 224.44335, 0.39108E+05
   53200,2026-07-30T09:44:31.364+08:00, 0.388E-02, 224.82839, 0.39186E+05
   53300,2026-07-30T09:45:48.939+08:00, 0.463E-02, 225.22951, 0.39263E+05
   53400,2026-07-30T09:47:06.665+08:00, 0.374E-02, 225.66261, 0.39340E+05
   53500,2026-07-30T09:48:23.577+08:00, 0.453E-02, 226.06403, 0.39417E+05
   53600,2026-07-30T09:49:40.459+08:00, 0.362E-02, 226.46384, 0.39493E+05
   53700,2026-07-30T09:50:56.073+08:00, 0.438E-02, 226.86104, 0.39568E+05
   53800,2026-07-30T09:52:12.743+08:00, 0.390E-02, 227.28448, 0.39644E+05
   53900,2026-07-30T09:53:30.002+08:00, 0.465E-02, 227.66864, 0.39721E+05
   54000,2026-07-30T09:54:47.427+08:00, 0.369E-02, 228.11208, 0.39798E+05
   54100,2026-07-30T09:56:04.513+08:00, 0.406E-02, 228.49105, 0.39874E+05
   54200,2026-07-30T09:57:21.072+08:00, 0.439E-02, 228.94490, 0.39950E+05
   54300,2026-07-30T09:58:35.870+08:00, 0.377E-02, 229.31584, 0.40025E+05
   54400,2026-07-30T09:59:48.888+08:00, 0.405E-02, 229.70718, 0.40097E+05
   54500,2026-07-30T10:01:02.079+08:00, 0.405E-02, 230.11187, 0.40170E+05
   54600,2026-07-30T10:02:13.558+08:00, 0.405E-02, 230.51657, 0.40241E+05
   54700,2026-07-30T10:03:25.877+08:00, 0.405E-02, 230.92126, 0.40313E+05
   54800,2026-07-30T10:04:35.876+08:00, 0.405E-02, 231.32595, 0.40382E+05
   54900,2026-07-30T10:05:47.680+08:00, 0.405E-02, 231.73064, 0.40454E+05
   55000,2026-07-30T10:07:00.040+08:00, 0.398E-02, 232.12840, 0.40526E+05
   55100,2026-07-30T10:08:13.084+08:00, 0.438E-02, 232.55546, 0.40598E+05
   55200,2026-07-30T10:09:27.470+08:00, 0.386E-02, 232.94541, 0.40672E+05
   55300,2026-07-30T10:10:41.239+08:00, 0.467E-02, 233.36554, 0.40745E+05
   55400,2026-07-30T10:11:57.545+08:00, 0.367E-02, 233.79179, 0.40821E+05
   55500,2026-07-30T10:13:11.569+08:00, 0.444E-02, 234.20040, 0.40895E+05
   55600,2026-07-30T10:14:28.992+08:00, 0.392E-02, 234.61540, 0.40971E+05
   55700,2026-07-30T10:15:46.604+08:00, 0.467E-02, 235.02094, 0.41049E+05
   55800,2026-07-30T10:17:04.649+08:00, 0.420E-02, 235.46592, 0.41126E+05
   55900,2026-07-30T10:18:21.840+08:00, 0.415E-02, 235.88157, 0.41203E+05
   56000,2026-07-30T10:19:41.052+08:00, 0.405E-02, 236.30607, 0.41281E+05
   56100,2026-07-30T10:21:00.951+08:00, 0.439E-02, 236.69270, 0.41361E+05
   56200,2026-07-30T10:22:20.240+08:00, 0.350E-02, 237.10989, 0.41439E+05
   56300,2026-07-30T10:23:39.353+08:00, 0.423E-02, 237.46864, 0.41518E+05
   56400,2026-07-30T10:25:00.943+08:00, 0.366E-02, 237.90542, 0.41599E+05
   56500,2026-07-30T10:26:21.129+08:00, 0.360E-02, 238.25460, 0.41679E+05
   56600,2026-07-30T10:27:40.583+08:00, 0.389E-02, 238.67259, 0.41758E+05
   56700,2026-07-30T10:28:59.496+08:00, 0.381E-02, 239.03770, 0.41836E+05
   56800,2026-07-30T10:30:18.366+08:00, 0.413E-02, 239.46045, 0.41914E+05
   56900,2026-07-30T10:31:37.689+08:00, 0.364E-02, 239.82424, 0.41993E+05
   57000,2026-07-30T10:32:56.922+08:00, 0.484E-02, 240.26766, 0.42072E+05
   57100,2026-07-30T10:34:17.227+08:00, 0.373E-02, 240.67399, 0.42152E+05
   57200,2026-07-30T10:35:37.350+08:00, 0.411E-02, 241.06871, 0.42231E+05
   57300,2026-07-30T10:36:57.022+08:00, 0.366E-02, 241.45110, 0.42310E+05
   57400,2026-07-30T10:38:16.019+08:00, 0.397E-02, 241.85009, 0.42389E+05
   57500,2026-07-30T10:39:34.751+08:00, 0.392E-02, 242.22287, 0.42467E+05
   57600,2026-07-30T10:40:55.666+08:00, 0.467E-02, 242.67847, 0.42547E+05
   57700,2026-07-30T10:42:15.698+08:00, 0.366E-02, 243.08226, 0.42627E+05
   57800,2026-07-30T10:43:34.557+08:00, 0.402E-02, 243.45413, 0.42705E+05
   57900,2026-07-30T10:44:53.946+08:00, 0.361E-02, 243.85429, 0.42784E+05
   58000,2026-07-30T10:46:11.617+08:00, 0.437E-02, 244.24498, 0.42861E+05
   58100,2026-07-30T10:47:29.986+08:00, 0.382E-02, 244.64370, 0.42939E+05
   58200,2026-07-30T10:48:47.517+08:00, 0.455E-02, 245.04131, 0.43016E+05
   58300,2026-07-30T10:50:05.623+08:00, 0.365E-02, 245.45528, 0.43093E+05
   58400,2026-07-30T10:51:20.301+08:00, 0.442E-02, 245.84908, 0.43168E+05
   58500,2026-07-30T10:52:38.059+08:00, 0.389E-02, 246.27296, 0.43245E+05
   58600,2026-07-30T10:53:53.567+08:00, 0.427E-02, 246.66310, 0.43320E+05
   58700,2026-07-30T10:55:08.129+08:00, 0.336E-02, 247.04576, 0.43394E+05
   58800,2026-07-30T10:56:24.562+08:00, 0.447E-02, 247.44412, 0.43470E+05
   58900,2026-07-30T10:57:41.957+08:00, 0.356E-02, 247.85085, 0.43547E+05
   59000,2026-07-30T10:58:58.285+08:00, 0.431E-02, 248.21331, 0.43623E+05
   59100,2026-07-30T11:00:15.122+08:00, 0.368E-02, 248.62420, 0.43699E+05
   59200,2026-07-30T11:01:31.540+08:00, 0.399E-02, 249.01873, 0.43775E+05
   59300,2026-07-30T11:02:48.170+08:00, 0.399E-02, 249.41798, 0.43851E+05
   59400,2026-07-30T11:04:05.087+08:00, 0.439E-02, 249.83560, 0.43927E+05
   59500,2026-07-30T11:05:22.408+08:00, 0.384E-02, 250.31875, 0.44004E+05
   59600,2026-07-30T11:06:38.801+08:00, 0.380E-02, 250.67535, 0.44080E+05
   59700,2026-07-30T11:07:55.828+08:00, 0.365E-02, 251.09762, 0.44156E+05
   59800,2026-07-30T11:09:09.893+08:00, 0.401E-02, 251.46275, 0.44230E+05
   59900,2026-07-30T11:10:24.381+08:00, 0.396E-02, 251.88557, 0.44304E+05
   60000,2026-07-30T11:11:39.274+08:00, 0.396E-02, 252.28141, 0.44378E+05
   60100,2026-07-30T11:12:53.393+08:00, 0.390E-02, 252.69809, 0.44452E+05
   60200,2026-07-30T11:14:10.093+08:00, 0.372E-02, 253.07116, 0.44528E+05
   60300,2026-07-30T11:15:24.778+08:00, 0.496E-02, 253.49256, 0.44602E+05
   60400,2026-07-30T11:16:41.117+08:00, 0.346E-02, 253.88671, 0.44678E+05
   60500,2026-07-30T11:17:58.575+08:00, 0.507E-02, 254.29975, 0.44755E+05
   60600,2026-07-30T11:19:17.253+08:00, 0.395E-02, 254.75763, 0.44833E+05
   60700,2026-07-30T11:20:34.474+08:00, 0.478E-02, 255.17465, 0.44910E+05
   60800,2026-07-30T11:21:53.195+08:00, 0.334E-02, 255.61847, 0.44988E+05
   60900,2026-07-30T11:23:10.755+08:00, 0.404E-02, 255.96422, 0.45065E+05
   61000,2026-07-30T11:24:30.087+08:00, 0.359E-02, 256.35598, 0.45144E+05
   61100,2026-07-30T11:25:49.760+08:00, 0.421E-02, 256.71346, 0.45223E+05
   61200,2026-07-30T11:27:10.277+08:00, 0.333E-02, 257.11890, 0.45303E+05
   61300,2026-07-30T11:28:30.279+08:00, 0.443E-02, 257.48345, 0.45382E+05
   61400,2026-07-30T11:29:50.199+08:00, 0.385E-02, 257.93195, 0.45461E+05
   61500,2026-07-30T11:31:11.098+08:00, 0.343E-02, 258.28242, 0.45542E+05
   61600,2026-07-30T11:32:30.861+08:00, 0.457E-02, 258.71028, 0.45621E+05
   61700,2026-07-30T11:33:49.990+08:00, 0.429E-02, 259.09493, 0.45700E+05
   61800,2026-07-30T11:35:09.233+08:00, 0.472E-02, 259.56167, 0.45778E+05
   61900,2026-07-30T11:36:26.856+08:00, 0.382E-02, 259.95346, 0.45855E+05
   62000,2026-07-30T11:37:44.004+08:00, 0.420E-02, 260.36058, 0.45932E+05
   62100,2026-07-30T11:39:02.279+08:00, 0.370E-02, 260.72871, 0.46010E+05
   62200,2026-07-30T11:40:20.607+08:00, 0.407E-02, 261.13360, 0.46088E+05
   62300,2026-07-30T11:41:38.336+08:00, 0.442E-02, 261.52137, 0.46165E+05
   62400,2026-07-30T11:42:56.558+08:00, 0.442E-02, 261.96322, 0.46243E+05
   62500,2026-07-30T11:44:14.684+08:00, 0.437E-02, 262.38088, 0.46320E+05
   62600,2026-07-30T11:45:31.612+08:00, 0.389E-02, 262.80102, 0.46397E+05
   62700,2026-07-30T11:46:49.411+08:00, 0.413E-02, 263.17384, 0.46474E+05
   62800,2026-07-30T11:48:07.273+08:00, 0.406E-02, 263.60243, 0.46551E+05
   62900,2026-07-30T11:49:25.614+08:00, 0.401E-02, 263.98793, 0.46629E+05
   63000,2026-07-30T11:50:44.820+08:00, 0.434E-02, 264.44459, 0.46708E+05
   63100,2026-07-30T11:52:02.551+08:00, 0.370E-02, 264.83759, 0.46785E+05
   63200,2026-07-30T11:53:19.291+08:00, 0.407E-02, 265.23637, 0.46861E+05
   63300,2026-07-30T11:54:35.296+08:00, 0.407E-02, 265.64291, 0.46937E+05
   63400,2026-07-30T11:55:50.412+08:00, 0.407E-02, 266.04944, 0.47011E+05
   63500,2026-07-30T11:57:06.233+08:00, 0.397E-02, 266.44862, 0.47086E+05
   63600,2026-07-30T11:58:20.524+08:00, 0.437E-02, 266.85473, 0.47160E+05
   63700,2026-07-30T11:59:35.765+08:00, 0.348E-02, 267.25256, 0.47235E+05
   63800,2026-07-30T12:00:48.269+08:00, 0.421E-02, 267.64112, 0.47307E+05
   63900,2026-07-30T12:02:00.987+08:00, 0.371E-02, 268.04096, 0.47379E+05
   64000,2026-07-30T12:03:14.534+08:00, 0.408E-02, 268.43160, 0.47452E+05
   64100,2026-07-30T12:04:28.917+08:00, 0.403E-02, 268.85383, 0.47526E+05
   64200,2026-07-30T12:05:42.803+08:00, 0.443E-02, 269.26443, 0.47600E+05
   64300,2026-07-30T12:06:58.287+08:00, 0.443E-02, 269.70768, 0.47675E+05
   64400,2026-07-30T12:08:14.557+08:00, 0.432E-02, 270.10791, 0.47750E+05
   64500,2026-07-30T12:09:31.677+08:00, 0.415E-02, 270.55824, 0.47827E+05
   64600,2026-07-30T12:10:47.518+08:00, 0.457E-02, 270.98254, 0.47902E+05
   64700,2026-07-30T12:12:03.633+08:00, 0.441E-02, 271.45761, 0.47978E+05
   64800,2026-07-30T12:13:19.571+08:00, 0.385E-02, 271.86226, 0.48053E+05
   64900,2026-07-30T12:14:35.109+08:00, 0.466E-02, 272.30327, 0.48128E+05
   65000,2026-07-30T12:15:49.302+08:00, 0.371E-02, 272.69354, 0.48202E+05
   65100,2026-07-30T12:16:59.689+08:00, 0.408E-02, 273.09608, 0.48272E+05
   65200,2026-07-30T12:18:10.743+08:00, 0.401E-02, 273.51450, 0.48343E+05
   65300,2026-07-30T12:19:20.332+08:00, 0.442E-02, 273.92795, 0.48412E+05
   65400,2026-07-30T12:20:29.706+08:00, 0.437E-02, 274.40252, 0.48481E+05
   65500,2026-07-30T12:21:38.699+08:00, 0.392E-02, 274.81531, 0.48549E+05
   65600,2026-07-30T12:22:44.113+08:00, 0.431E-02, 275.21435, 0.48614E+05
   65700,2026-07-30T12:23:51.562+08:00, 0.474E-02, 275.68774, 0.48681E+05
   65800,2026-07-30T12:25:00.072+08:00, 0.424E-02, 276.11246, 0.48749E+05
   65900,2026-07-30T12:26:06.038+08:00, 0.419E-02, 276.55895, 0.48815E+05
   66000,2026-07-30T12:27:14.127+08:00, 0.409E-02, 277.00354, 0.48882E+05
   66100,2026-07-30T12:28:23.591+08:00, 0.409E-02, 277.41246, 0.48951E+05
   66200,2026-07-30T12:29:30.382+08:00, 0.450E-02, 277.82546, 0.49018E+05
   66300,2026-07-30T12:30:40.265+08:00, 0.394E-02, 278.25458, 0.49087E+05
   66400,2026-07-30T12:31:50.566+08:00, 0.394E-02, 278.64847, 0.49157E+05
   66500,2026-07-30T12:32:59.596+08:00, 0.433E-02, 279.06284, 0.49226E+05
   66600,2026-07-30T12:34:09.765+08:00, 0.433E-02, 279.49612, 0.49295E+05
   66700,2026-07-30T12:35:17.326+08:00, 0.433E-02, 279.92941, 0.49362E+05
   66800,2026-07-30T12:36:25.387+08:00, 0.477E-02, 280.40558, 0.49430E+05
   66900,2026-07-30T12:37:32.786+08:00, 0.426E-02, 280.85389, 0.49497E+05
   67000,2026-07-30T12:38:39.268+08:00, 0.469E-02, 281.28551, 0.49563E+05
   67100,2026-07-30T12:39:48.465+08:00, 0.371E-02, 281.70305, 0.49632E+05
   67200,2026-07-30T12:40:58.517+08:00, 0.366E-02, 282.05651, 0.49701E+05
   67300,2026-07-30T12:42:07.713+08:00, 0.393E-02, 282.48311, 0.49770E+05
   67400,2026-07-30T12:43:19.841+08:00, 0.388E-02, 282.89785, 0.49842E+05
   67500,2026-07-30T12:44:31.699+08:00, 0.470E-02, 283.31616, 0.49913E+05
   67600,2026-07-30T12:45:45.617+08:00, 0.372E-02, 283.75653, 0.49987E+05
   67700,2026-07-30T12:46:59.064+08:00, 0.372E-02, 284.12813, 0.50059E+05
   67800,2026-07-30T12:48:13.213+08:00, 0.444E-02, 284.58203, 0.50133E+05
   67900,2026-07-30T12:49:26.266+08:00, 0.437E-02, 284.99362, 0.50206E+05
   68000,2026-07-30T12:50:36.982+08:00, 0.473E-02, 285.43905, 0.50276E+05
   68100,2026-07-30T12:51:52.037+08:00, 0.374E-02, 285.83843, 0.50351E+05
   68200,2026-07-30T12:53:03.857+08:00, 0.452E-02, 286.25736, 0.50422E+05
   68300,2026-07-30T12:54:21.277+08:00, 0.398E-02, 286.70172, 0.50499E+05
   68400,2026-07-30T12:55:34.526+08:00, 0.437E-02, 287.12007, 0.50572E+05
   68500,2026-07-30T12:56:51.017+08:00, 0.430E-02, 287.57397, 0.50647E+05
   68600,2026-07-30T12:58:06.266+08:00, 0.430E-02, 288.00411, 0.50722E+05
   68700,2026-07-30T12:59:20.344+08:00, 0.424E-02, 288.46048, 0.50796E+05
   68800,2026-07-30T13:00:32.954+08:00, 0.415E-02, 288.85815, 0.50868E+05
   68900,2026-07-30T13:01:45.715+08:00, 0.456E-02, 289.30753, 0.50940E+05
   69000,2026-07-30T13:03:00.869+08:00, 0.444E-02, 289.73830, 0.51015E+05
   69100,2026-07-30T13:04:14.572+08:00, 0.489E-02, 290.19263, 0.51088E+05
   69200,2026-07-30T13:05:30.313+08:00, 0.388E-02, 290.65342, 0.51163E+05
   69300,2026-07-30T13:06:40.435+08:00, 0.380E-02, 291.05977, 0.51233E+05
   69400,2026-07-30T13:07:52.249+08:00, 0.400E-02, 291.46016, 0.51304E+05
   69500,2026-07-30T13:09:04.758+08:00, 0.400E-02, 291.86041, 0.51376E+05
   69600,2026-07-30T13:10:17.063+08:00, 0.430E-02, 292.29855, 0.51448E+05
   69700,2026-07-30T13:11:30.885+08:00, 0.374E-02, 292.69480, 0.51521E+05
   69800,2026-07-30T13:12:41.567+08:00, 0.452E-02, 293.08571, 0.51592E+05
   69900,2026-07-30T13:13:54.249+08:00, 0.403E-02, 293.49959, 0.51664E+05
   70000,2026-07-30T13:15:06.771+08:00, 0.403E-02, 293.90272, 0.51736E+05
   70100,2026-07-30T13:16:23.778+08:00, 0.396E-02, 294.30840, 0.51812E+05
   70200,2026-07-30T13:17:40.206+08:00, 0.471E-02, 294.70261, 0.51888E+05
   70300,2026-07-30T13:18:57.963+08:00, 0.463E-02, 295.20125, 0.51966E+05
   70400,2026-07-30T13:20:13.961+08:00, 0.455E-02, 295.62528, 0.52041E+05
   70500,2026-07-30T13:21:31.255+08:00, 0.408E-02, 296.07045, 0.52118E+05
   70600,2026-07-30T13:22:48.280+08:00, 0.400E-02, 296.45086, 0.52194E+05
   70700,2026-07-30T13:24:05.791+08:00, 0.434E-02, 296.91162, 0.52271E+05
   70800,2026-07-30T13:25:24.134+08:00, 0.390E-02, 297.32648, 0.52349E+05
   70900,2026-07-30T13:26:40.834+08:00, 0.472E-02, 297.77929, 0.52425E+05
   71000,2026-07-30T13:27:57.903+08:00, 0.404E-02, 298.17621, 0.52502E+05
   71100,2026-07-30T13:29:14.747+08:00, 0.436E-02, 298.63075, 0.52578E+05
   71200,2026-07-30T13:30:32.637+08:00, 0.379E-02, 299.01455, 0.52655E+05
   71300,2026-07-30T13:31:48.708+08:00, 0.459E-02, 299.43627, 0.52731E+05
   71400,2026-07-30T13:33:06.749+08:00, 0.405E-02, 299.84980, 0.52809E+05
   71438,2026-07-30T13:33:36.729+08:00, 0.386E-03, 300.00000, 0.52838E+05
