s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-8.3736726E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3736726E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0042396E+000, 2.9888242E+004,-1.4903340E+003, 3.7948582E+001,-1.3144448E+001,-1.3098908E+000, 0.0000000E+000, 0.0000000E+000, 1.9293224E+004, 2.8421402E+004, 6.9288604E+000, 4.9470344E+001, 0.0000000E+000
 2.0064924E+000, 6.7708915E+004,-1.2439648E+004,-2.7432863E+002,-1.4206715E+001,-1.0568075E-001, 0.0000000E+000, 0.0000000E+000, 5.3809549E+004, 5.4980625E+004, 2.2379945E+001, 1.3755487E+002, 0.0000000E+000
 3.0025933E+000, 1.8907075E+005,-3.5463641E+004, 3.6219233E+002,-1.0095469E+002,-1.7591028E-003, 0.0000000E+000, 0.0000000E+000, 1.5255696E+005, 1.5386835E+005, 3.7339841E+001, 2.2525691E+002, 0.0000000E+000
 4.0033035E+000, 3.1471544E+005,-5.9451441E+004, 8.3612461E+002,-2.7366203E+003,-1.5757254E-005, 0.0000000E+000, 0.0000000E+000, 2.5265536E+005, 2.5336351E+005, 5.2270513E+001, 3.0881929E+002, 0.0000000E+000
 5.0000000E+000, 3.5395203E+005,-8.5950233E+004,-7.9199810E+001,-8.0985404E+003,-2.7411449E-007, 0.0000000E+000, 0.0000000E+000, 2.5925302E+005, 2.5982405E+005, 6.7185449E+001, 3.8710292E+002, 0.0000000E+000
