s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 1.4100058E+002, 7.6627692E+004,-2.1440213E+004,-5.3662594E+004,-2.1191430E+003,-3.5572324E+000, 0.0000000E+000, 0.0000000E+000,-1.5726715E+003,-5.9781422E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4200339E+002, 8.4299955E+004,-2.2920681E+004,-5.5594332E+004,-2.3433779E+003,-3.5908584E+000, 0.0000000E+000, 0.0000000E+000, 3.4062993E+003, 3.4379733E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4300479E+002, 7.9469399E+004,-2.0902077E+004,-5.6663108E+004,-2.2033891E+003,-3.6350491E+000, 0.0000000E+000, 0.0000000E+000,-3.6954789E+002,-3.0281033E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4400621E+002, 8.1839310E+004,-2.2910612E+004,-5.8026139E+004,-2.1230060E+003,-3.5665638E+000, 0.0000000E+000, 0.0000000E+000,-1.4668086E+003,-1.2240134E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4500626E+002, 7.7783661E+004,-2.1821953E+004,-5.3980900E+004,-2.1676035E+003,-3.5695643E+000, 0.0000000E+000, 0.0000000E+000,-7.2816777E+002,-1.9036497E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4600323E+002, 7.6447224E+004,-2.0704545E+004,-5.6505036E+004,-2.1969466E+003,-3.6085796E+000, 0.0000000E+000, 0.0000000E+000,-2.7530367E+003,-2.9629121E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4700381E+002, 8.2344829E+004,-2.2831026E+004,-5.8323008E+004,-2.1672839E+003,-3.6148021E+000, 0.0000000E+000, 0.0000000E+000,-1.2770204E+003,-9.8010435E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4800684E+002, 7.8972792E+004,-2.1810281E+004,-5.3590803E+004,-2.1446179E+003,-3.5960960E+000, 0.0000000E+000, 0.0000000E+000, 7.0291516E+002, 1.4234942E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.4900272E+002, 8.3728561E+004,-2.2600602E+004,-5.8753612E+004,-2.2424406E+003,-3.6328076E+000, 0.0000000E+000, 0.0000000E+000, 3.6144441E+002, 1.2827335E+002, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
 1.5000603E+002, 8.1680269E+004,-2.2010758E+004,-5.5232356E+004,-2.1150104E+003,-3.6177548E+000, 0.0000000E+000, 0.0000000E+000, 2.0904971E+003, 2.3185260E+003, 2.6885414E+002, 1.8344505E+000, 0.0000000E+000
