Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 3.965E-02, 2.466E+01, 1.043E+01, 1.622E+01, 9.682E+00, 1.839E+00, 9.583E+00, 2.009E-04, 1.316E+01, 1.283E+00, 2.536E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.690E+01
