chid,case_group,Q,U,Df,dx,L,x_fire,T_end,n_mesh_x,n_mesh_y,n_mesh_z,note
smoke_22mesh,smoke_startup_only,40,2.5,5.0,0.25,100,50,60,11,1,2,22 MESH 启动与并行基准；不得用于准稳态或网格结论
