s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 2.4000003E+002, 3.7822959E+004,-1.0680451E+004,-2.5631036E+004,-1.6506590E+003,-1.6700130E+000, 0.0000000E+000, 0.0000000E+000,-6.3241215E+002,-1.4085745E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4100298E+002, 4.3130924E+004,-1.2320141E+004,-2.5427388E+004,-1.6341510E+003,-1.6985560E+000, 0.0000000E+000, 0.0000000E+000, 2.5123373E+003, 3.7475456E+003, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4200105E+002, 3.9844525E+004,-1.1823432E+004,-2.5081794E+004,-1.6537933E+003,-1.6886577E+000, 0.0000000E+000, 0.0000000E+000, 6.4787102E+002, 1.2838174E+003, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4300182E+002, 3.7537514E+004,-1.0896816E+004,-2.5552354E+004,-1.6902543E+003,-1.6650139E+000, 0.0000000E+000, 0.0000000E+000,-8.7957186E+002,-6.0357571E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4400235E+002, 4.0032744E+004,-1.1417159E+004,-2.7535201E+004,-1.7810947E+003,-1.7206650E+000, 0.0000000E+000, 0.0000000E+000,-3.1922913E+002,-7.0243200E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4500037E+002, 3.9948725E+004,-1.1593842E+004,-2.6170507E+004,-1.7508653E+003,-1.6741240E+000, 0.0000000E+000, 0.0000000E+000,-3.3727518E+002, 4.3183578E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4600380E+002, 4.0103799E+004,-1.1582366E+004,-2.5799711E+004,-1.6878568E+003,-1.6282724E+000, 0.0000000E+000, 0.0000000E+000, 3.7187648E+002, 1.0322373E+003, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4700266E+002, 3.9651027E+004,-1.1234562E+004,-2.7965883E+004,-1.6874898E+003,-1.5773693E+000, 0.0000000E+000, 0.0000000E+000,-9.7410713E+002,-1.2384857E+003, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4800047E+002, 3.7909266E+004,-1.1187579E+004,-2.7668921E+004,-1.6354557E+003,-1.5546997E+000, 0.0000000E+000, 0.0000000E+000,-2.3997940E+003,-2.5842442E+003, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.4900276E+002, 3.9295399E+004,-1.1250170E+004,-2.6261882E+004,-1.5703332E+003,-1.5699875E+000, 0.0000000E+000, 0.0000000E+000,-2.2162112E+002, 2.1144350E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.5000279E+002, 3.8318007E+004,-1.1056224E+004,-2.6277316E+004,-1.5878051E+003,-1.5713807E+000, 0.0000000E+000, 0.0000000E+000,-1.1474413E+003,-6.0490933E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
 2.5100162E+002, 3.9918034E+004,-1.1316589E+004,-2.6769155E+004,-1.5791720E+003,-1.5681613E+000, 0.0000000E+000, 0.0000000E+000,-3.9507342E+002, 2.5154928E+002, 1.4936340E+002, 9.1721693E-001, 0.0000000E+000
