s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW/m2,kW/m2,kW/m2
Time,"T_1500","T_2000","T_2500","T_3000","T_3250","T_3500","T_3750","T_4000","T_4250","T_4500","T_4750","T_5000","T_5250","T_5500","T_5750","T_6000","T_6250","T_6500","T_6750","T_7000","T_7500","T_8000","T_8500","U_1500","U_2000","U_2500","U_3000","U_3250","U_3500","U_3750","U_4000","U_4250","U_4500","U_4750","U_5000","U_5250","U_5500","U_5750","U_6000","U_6250","U_6500","U_6750","U_7000","U_7500","U_8000","U_8500","HRR_tot","Qw_4000","Qw_5000","Qw_6000"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001,-6.7139336E-003, 4.4367808E-003, 4.8230538E-003, 1.9864476E-003, 2.9951289E-003, 9.9238292E-003,-6.7557007E-003, 1.7820275E-003, 9.9994853E-004, 5.6087491E-003,-6.0859960E-003, 5.5986048E-003,-4.0673405E-004, 0.0000000E+000,-7.8219166E-003, 2.3037148E-003,-3.4263039E-003, 1.1194810E-002, 7.3608998E-003, 5.9097566E-003, 1.0786167E-003,-5.4917364E-003,-3.7825009E-003, 0.0000000E+000,-1.2108410E-003,-1.1845249E-003,-1.2474292E-003
 1.0710652E+000, 1.9999979E+001, 1.9999960E+001, 1.9999990E+001, 1.9999962E+001, 1.9999978E+001, 1.9999978E+001, 1.9999974E+001, 1.9999993E+001, 1.9999977E+001, 1.9999967E+001, 1.9999969E+001, 1.9999982E+001, 1.9999972E+001, 1.9999972E+001, 1.9999966E+001, 1.9999987E+001, 1.9999972E+001, 1.9999989E+001, 1.9999982E+001, 1.9999979E+001, 1.9999971E+001, 1.9999965E+001, 1.9999976E+001,-6.4873578E-003, 4.4156389E-003, 4.7809238E-003, 2.0168009E-003, 2.9606745E-003, 9.9036806E-003,-6.8283980E-003, 1.6573403E-003, 6.3171905E-004, 5.0588795E-003,-1.4573674E-002, 4.7841889E-003, 6.0727889E-003, 4.3332964E-003,-7.4489518E-003, 2.4280525E-003,-3.3688530E-003, 1.1225670E-002, 7.3507526E-003, 5.8812728E-003, 1.0797322E-003,-5.5118723E-003,-3.8157571E-003, 1.4374567E+003,-2.0893532E-004,-2.0027499E-004,-2.0091529E-004
 2.1454334E+000, 1.9999929E+001, 1.9999855E+001, 1.9999971E+001, 1.9999863E+001, 1.9999924E+001, 1.9999926E+001, 1.9999909E+001, 1.9999983E+001, 1.9999922E+001, 1.9999883E+001, 1.9999856E+001, 1.9999882E+001, 1.9999873E+001, 1.9999910E+001, 1.9999882E+001, 1.9999958E+001, 1.9999906E+001, 1.9999970E+001, 1.9999940E+001, 1.9999929E+001, 1.9999897E+001, 1.9999878E+001, 1.9999916E+001,-2.0932021E-004, 4.7749524E-003, 4.7702985E-003, 2.0105183E-003, 2.7787952E-003, 9.5121115E-003,-9.9371494E-003,-3.8331667E-003,-1.0072878E-002,-1.1836992E-002,-5.4226025E-002, 1.9212000E-003, 3.9905506E-002, 3.2775503E-002, 3.0182031E-003, 7.6078345E-003,-7.4805177E-004, 1.1626533E-002, 7.4656163E-003, 5.8883691E-003, 1.0813305E-003,-5.5397485E-003,-3.8641946E-003, 6.0055229E+003,-1.6842723E-004,-1.5995352E-004,-1.5953228E-004
 3.0047954E+000, 1.9999911E+001, 1.9999791E+001, 1.9999970E+001, 1.9999794E+001, 1.9999893E+001, 1.9999900E+001, 1.9999872E+001, 1.9999990E+001, 1.9999897E+001, 1.9999829E+001, 1.9999730E+001, 1.9999736E+001, 1.9999768E+001, 1.9999879E+001, 1.9999834E+001, 1.9999948E+001, 1.9999870E+001, 1.9999968E+001, 1.9999916E+001, 1.9999901E+001, 1.9999850E+001, 1.9999824E+001, 1.9999877E+001, 4.6561848E-002, 1.1821553E-002, 6.2356160E-003, 9.2013076E-004, 4.7519014E-004, 5.1158483E-003,-2.4925876E-002,-2.4053265E-002,-3.8177700E-002,-5.8760903E-002,-1.0854040E-001, 2.8422430E-003, 9.4686166E-002, 7.8416320E-002, 3.0067576E-002, 2.6316691E-002, 1.3017647E-002, 1.5945365E-002, 9.6907656E-003, 7.0075729E-003, 1.1827046E-003,-5.5438555E-003,-3.9039395E-003, 9.6266929E+003,-1.0364996E-004,-9.7300223E-005,-9.9179335E-005
 4.0093736E+000, 1.9999968E+001, 1.9999774E+001, 1.9999995E+001, 1.9999749E+001, 1.9999882E+001, 1.9999893E+001, 1.9999861E+001, 2.0000012E+001, 1.9999918E+001, 1.9999917E+001, 2.0060650E+001, 2.0070402E+001, 2.0031561E+001, 2.0024550E+001, 1.9999833E+001, 1.9999945E+001, 1.9999857E+001, 1.9999988E+001, 1.9999904E+001, 1.9999892E+001, 1.9999821E+001, 1.9999788E+001, 1.9999851E+001, 3.3340000E-001, 1.4917329E-001, 8.0813854E-002, 3.7518825E-004,-1.4216380E-002,-2.1942718E-002,-8.2136634E-002,-9.5967210E-002,-1.4178432E-001,-2.6562780E-001,-3.5000596E-001, 2.7011784E-004, 3.3406852E-001, 2.9011096E-001, 1.3463429E-001, 9.8049030E-002, 7.2832969E-002, 5.2896769E-002, 3.9436832E-002, 3.0790573E-002, 9.3107174E-003,-1.4807133E-003,-3.0162449E-003, 1.2452998E+004, 4.1255085E-004, 2.9303837E+000,-2.9385296E-005
 5.0095999E+000, 2.0000065E+001, 1.9999840E+001, 2.0000042E+001, 2.0000105E+001, 2.0000383E+001, 2.0000523E+001, 2.0007570E+001, 2.0012673E+001, 2.0027078E+001, 2.0108440E+001, 4.6360861E+001, 8.0927253E+001, 4.2151377E+001, 2.0780283E+001, 2.0044152E+001, 2.0020670E+001, 2.0010065E+001, 2.0000699E+001, 2.0000365E+001, 2.0000266E+001, 1.9999807E+001, 1.9999766E+001, 1.9999856E+001, 7.7317218E-001, 6.1127610E-001, 5.2727880E-001, 3.4754028E-001, 3.0405665E-001, 2.6938658E-001, 1.2944805E-001, 7.6442728E-002,-6.5522413E-002,-5.9081308E-001,-1.6348461E+000,-4.2794331E-001, 1.8543165E+000, 1.2616365E+000, 5.6364505E-001, 4.1002386E-001, 3.5771849E-001, 3.0393520E-001, 2.7866671E-001, 2.5885643E-001, 1.9042526E-001, 1.5888074E-001, 1.2224940E-001, 1.6531528E+004, 1.9322415E-001, 1.9395375E+001, 2.4305595E-001
 6.0156419E+000, 2.0000074E+001, 2.0000178E+001, 2.0001156E+001, 2.0007006E+001, 2.0011516E+001, 2.0017579E+001, 2.0044663E+001, 2.0094711E+001, 2.0209902E+001, 7.4810224E+001, 2.1131076E+002, 3.4537665E+002, 2.9951165E+002, 1.7176646E+002, 4.2873089E+001, 2.0141936E+001, 2.0063294E+001, 2.0022467E+001, 2.0012231E+001, 2.0007770E+001, 2.0001013E+001, 2.0000066E+001, 1.9999984E+001, 1.2183719E+000, 1.1433185E+000, 1.1151380E+000, 1.0389238E+000, 1.0175636E+000, 1.0081789E+000, 9.3173766E-001, 8.9674410E-001, 7.0168429E-001,-8.5448489E-001,-5.2317852E+000,-2.2198012E+000, 7.5369318E+000, 7.1483066E+000, 2.9904380E+000, 1.6629280E+000, 1.4923990E+000, 1.4276262E+000, 1.4092913E+000, 1.3953535E+000, 1.3434335E+000, 1.3213290E+000, 1.3017123E+000, 1.9251463E+004, 3.7987004E-001, 5.6069445E+001, 3.2969494E-001
 7.0142903E+000, 2.0000161E+001, 2.0000487E+001, 2.0002590E+001, 2.0011463E+001, 2.0022109E+001, 2.0037941E+001, 2.0065903E+001, 2.0153243E+001, 2.0341987E+001, 1.1298496E+002, 1.2891901E+002, 2.8465846E+002, 4.1696636E+002, 3.6681663E+002, 2.2793054E+002, 1.0942039E+002, 4.8466297E+001, 2.0566790E+001, 2.0047976E+001, 2.0025118E+001, 2.0007282E+001, 2.0001345E+001, 2.0000133E+001, 1.8108541E+000, 1.9003683E+000, 1.9468546E+000, 2.0228383E+000, 2.0527259E+000, 2.0703396E+000, 2.1211761E+000, 2.1102960E+000, 1.9917898E+000, 1.1325887E+000,-2.1898285E+000,-2.0083667E+000, 1.1019079E+000, 9.2266601E+000, 1.0489463E+001, 7.6542958E+000, 5.3605223E+000, 3.4923384E+000, 3.2850202E+000, 3.2825331E+000, 3.3114598E+000, 3.3196748E+000, 3.3364955E+000, 2.2097781E+004, 3.7600803E-001, 2.3707890E+001, 2.4813773E+000
 8.0225149E+000, 2.0000200E+001, 2.0000636E+001, 2.0002951E+001, 2.0012464E+001, 2.0024720E+001, 2.0045470E+001, 2.0079385E+001, 2.0146868E+001, 2.0332103E+001, 6.2367005E+001, 8.3212762E+001, 1.5854929E+002, 2.8067878E+002, 3.4952238E+002, 3.0363905E+002, 1.9588292E+002, 1.7345553E+002, 1.3327377E+002, 7.2453283E+001, 2.8266942E+001, 2.0025389E+001, 2.0006186E+001, 2.0001132E+001, 2.1005104E+000, 2.2183210E+000, 2.2776660E+000, 2.3890437E+000, 2.4127305E+000, 2.4489109E+000, 2.5259974E+000, 2.5590915E+000, 2.4351279E+000, 1.4547081E+000,-6.6326025E-001,-7.9074175E-001,-2.1156954E+000, 1.6990092E+000, 9.1073490E+000, 8.0499068E+000, 7.9479588E+000, 7.7781137E+000, 5.6461901E+000, 4.3823558E+000, 3.9895632E+000, 4.0072246E+000, 4.0483352E+000, 2.4282360E+004, 3.3440542E-001, 1.4671320E+001, 5.2793169E+000
