s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 2.6400055E+002, 8.1564002E+004,-2.0061323E+004,-5.9667401E+004,-1.0285856E+003,-2.4980730E+000, 0.0000000E+000, 0.0000000E+000, 4.9213800E+002, 8.0419398E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.6500021E+002, 7.7234441E+004,-1.9152954E+004,-5.7012256E+004,-9.9778495E+002,-2.4023861E+000, 0.0000000E+000, 0.0000000E+000,-4.2818996E+002, 6.9044222E+001, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.6600229E+002, 7.6405237E+004,-1.9118621E+004,-5.7501919E+004,-1.1657162E+003,-2.4195707E+000, 0.0000000E+000, 0.0000000E+000,-1.4717502E+003,-1.3834379E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.6700107E+002, 8.3709360E+004,-2.0343617E+004,-6.0908154E+004,-1.1601972E+003,-2.5737812E+000, 0.0000000E+000, 0.0000000E+000, 1.3118961E+003, 1.2948179E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.6800311E+002, 8.0829341E+004,-2.0011412E+004,-6.0682006E+004,-1.0834107E+003,-2.5571456E+000, 0.0000000E+000, 0.0000000E+000,-1.2676442E+003,-9.5004471E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.6900125E+002, 7.7515515E+004,-1.9028270E+004,-5.8380655E+004,-1.0041162E+003,-2.3891716E+000, 0.0000000E+000, 0.0000000E+000,-1.1555111E+003,-8.9991553E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7000195E+002, 7.8937790E+004,-1.9134892E+004,-5.7339243E+004,-9.0125487E+002,-2.2992295E+000, 0.0000000E+000, 0.0000000E+000, 1.4220726E+003, 1.5601009E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7100012E+002, 7.2962124E+004,-1.7605236E+004,-5.7755191E+004,-7.5101371E+002,-2.2559799E+000, 0.0000000E+000, 0.0000000E+000,-3.3357820E+003,-3.1515724E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7200046E+002, 8.2938202E+004,-1.9830024E+004,-6.0789732E+004,-9.5533895E+002,-2.4064583E+000, 0.0000000E+000, 0.0000000E+000, 1.2258797E+003, 1.3607008E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7300275E+002, 7.9445110E+004,-1.9770367E+004,-5.8824928E+004,-1.0377650E+003,-2.3078008E+000, 0.0000000E+000, 0.0000000E+000,-5.1939727E+002,-1.9025728E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7400250E+002, 8.1159195E+004,-2.0016698E+004,-6.0947650E+004,-1.0836498E+003,-2.3616310E+000, 0.0000000E+000, 0.0000000E+000,-1.1661507E+003,-8.9116488E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7500272E+002, 8.0094373E+004,-1.9623470E+004,-5.9774020E+004,-9.8583316E+002,-2.4716965E+000, 0.0000000E+000, 0.0000000E+000,-2.4899468E+002,-2.9142097E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7600235E+002, 7.8757740E+004,-1.9174020E+004,-5.8873171E+004,-7.9152033E+002,-2.6071562E+000, 0.0000000E+000, 0.0000000E+000,-6.3782896E+002,-8.3577862E+001, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7700159E+002, 8.2955512E+004,-1.9873500E+004,-6.1121534E+004,-9.1155952E+002,-2.6979476E+000, 0.0000000E+000, 0.0000000E+000, 6.6703441E+002, 1.0462198E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7800189E+002, 8.3909663E+004,-1.9956240E+004,-6.0450963E+004,-9.0968236E+002,-2.5768915E+000, 0.0000000E+000, 0.0000000E+000, 2.7727307E+003, 2.5902012E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.7900244E+002, 7.5123621E+004,-1.7744477E+004,-5.6408611E+004,-8.9058833E+002,-2.5312136E+000, 0.0000000E+000, 0.0000000E+000, 1.9889828E+001, 7.7413590E+001, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8000198E+002, 8.0137246E+004,-1.9596865E+004,-5.6557936E+004,-9.5324717E+002,-2.5840252E+000, 0.0000000E+000, 0.0000000E+000, 2.2880480E+003, 3.0266132E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8100320E+002, 8.3999797E+004,-2.0452477E+004,-6.2049208E+004,-9.7972934E+002,-2.7238528E+000, 0.0000000E+000, 0.0000000E+000, 7.9113727E+002, 5.1565852E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8200168E+002, 8.0736555E+004,-1.9513608E+004,-5.9005125E+004,-9.5970273E+002,-2.7944653E+000, 0.0000000E+000, 0.0000000E+000, 8.6560548E+002, 1.2553245E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8300284E+002, 8.0877743E+004,-1.9620766E+004,-5.9867296E+004,-9.6322147E+002,-2.7743928E+000, 0.0000000E+000, 0.0000000E+000,-4.1843520E+002, 4.2368544E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8400302E+002, 8.3098814E+004,-2.0095271E+004,-6.1379225E+004,-1.0178544E+003,-2.7815264E+000, 0.0000000E+000, 0.0000000E+000, 8.3506747E+002, 6.0368124E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8500317E+002, 7.8522400E+004,-1.8641153E+004,-5.9536965E+004,-9.5763348E+002,-2.6877159E+000, 0.0000000E+000, 0.0000000E+000,-7.8684040E+002,-6.1603935E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8600125E+002, 7.5573041E+004,-1.8380508E+004,-5.6200455E+004,-8.6753801E+002,-2.5761446E+000, 0.0000000E+000, 0.0000000E+000,-6.4435599E+002, 1.2196436E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8700226E+002, 8.3011711E+004,-2.0342159E+004,-5.9472263E+004,-1.1322103E+003,-2.6833296E+000, 0.0000000E+000, 0.0000000E+000, 2.0626025E+003, 2.0623948E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8800034E+002, 8.2102103E+004,-1.9552152E+004,-5.9012539E+004,-1.0463812E+003,-2.8030428E+000, 0.0000000E+000, 0.0000000E+000, 2.4134995E+003, 2.4882278E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.8900003E+002, 7.7834380E+004,-1.8844044E+004,-5.8370881E+004,-9.4978057E+002,-2.6855982E+000, 0.0000000E+000, 0.0000000E+000,-9.3896870E+002,-3.3301136E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9000281E+002, 8.1379268E+004,-1.9688899E+004,-6.0577766E+004,-9.1755485E+002,-2.6023921E+000, 0.0000000E+000, 0.0000000E+000, 1.8674280E+002, 1.9244652E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9100339E+002, 7.9243032E+004,-1.9421402E+004,-5.9721576E+004,-9.5749226E+002,-2.5605351E+000, 0.0000000E+000, 0.0000000E+000,-9.3819790E+002,-8.5999907E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9200040E+002, 7.7554841E+004,-1.8945894E+004,-5.8714104E+004,-9.3825096E+002,-2.3347162E+000, 0.0000000E+000, 0.0000000E+000,-1.1875735E+003,-1.0457424E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9300143E+002, 8.0746302E+004,-1.9734367E+004,-6.0172139E+004,-9.5212988E+002,-2.2369351E+000, 0.0000000E+000, 0.0000000E+000,-3.4904079E+002,-1.1457051E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9400006E+002, 7.8213117E+004,-1.9638252E+004,-5.8873030E+004,-9.7911631E+002,-2.2265728E+000, 0.0000000E+000, 0.0000000E+000,-1.4580172E+003,-1.2795081E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9500101E+002, 8.0360132E+004,-1.9828672E+004,-6.1360373E+004,-1.0620312E+003,-2.2116296E+000, 0.0000000E+000, 0.0000000E+000,-1.8708249E+003,-1.8931557E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9600021E+002, 7.9429939E+004,-1.9633318E+004,-6.0659813E+004,-9.3200126E+002,-2.4169464E+000, 0.0000000E+000, 0.0000000E+000,-1.8752282E+003,-1.7976107E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9700323E+002, 8.1649829E+004,-2.0114127E+004,-5.9275061E+004,-8.3936560E+002,-2.6393688E+000, 0.0000000E+000, 0.0000000E+000, 7.2835940E+002, 1.4186355E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9800058E+002, 7.8236964E+004,-1.8808596E+004,-5.8078623E+004,-8.7120379E+002,-2.7294445E+000, 0.0000000E+000, 0.0000000E+000, 1.5286582E+002, 4.7581278E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 2.9900259E+002, 8.4580975E+004,-1.9868494E+004,-6.2808014E+004,-8.7184500E+002,-2.8344335E+000, 0.0000000E+000, 0.0000000E+000, 1.2075889E+003, 1.0297878E+003, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
 3.0000000E+002, 8.1165549E+004,-1.9039417E+004,-6.0816024E+004,-7.0190857E+002,-2.6287759E+000, 0.0000000E+000, 0.0000000E+000, 3.4206162E+002, 6.0556993E+002, 2.6885412E+002, 1.8344419E+000, 0.0000000E+000
