,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
   67900,2026-07-30T13:16:39.329+08:00, 0.328E-02, 243.83843, 0.51734E+05
   68000,2026-07-30T13:17:52.340+08:00, 0.361E-02, 244.18748, 0.51807E+05
   68100,2026-07-30T13:19:06.719+08:00, 0.361E-02, 244.54868, 0.51881E+05
   68200,2026-07-30T13:20:21.723+08:00, 0.397E-02, 244.91457, 0.51955E+05
   68300,2026-07-30T13:21:38.034+08:00, 0.397E-02, 245.31188, 0.52031E+05
   68400,2026-07-30T13:22:55.115+08:00, 0.353E-02, 245.67447, 0.52107E+05
   68500,2026-07-30T13:24:12.215+08:00, 0.384E-02, 246.07109, 0.52184E+05
   68600,2026-07-30T13:25:27.838+08:00, 0.342E-02, 246.42642, 0.52259E+05
   68700,2026-07-30T13:26:44.512+08:00, 0.376E-02, 246.79905, 0.52335E+05
   68800,2026-07-30T13:28:00.435+08:00, 0.337E-02, 247.16059, 0.52410E+05
   68900,2026-07-30T13:29:16.057+08:00, 0.408E-02, 247.51340, 0.52485E+05
   69000,2026-07-30T13:30:33.441+08:00, 0.360E-02, 247.88300, 0.52562E+05
   69100,2026-07-30T13:31:50.843+08:00, 0.435E-02, 248.25912, 0.52639E+05
   69200,2026-07-30T13:33:10.039+08:00, 0.343E-02, 248.67664, 0.52717E+05
   69300,2026-07-30T13:34:26.203+08:00, 0.343E-02, 249.02004, 0.52793E+05
   69400,2026-07-30T13:35:42.041+08:00, 0.343E-02, 249.36343, 0.52868E+05
   69500,2026-07-30T13:36:57.982+08:00, 0.343E-02, 249.70683, 0.52944E+05
   69600,2026-07-30T13:38:15.405+08:00, 0.378E-02, 250.05262, 0.53020E+05
   69700,2026-07-30T13:39:33.168+08:00, 0.378E-02, 250.43036, 0.53098E+05
   69800,2026-07-30T13:40:51.097+08:00, 0.371E-02, 250.81336, 0.53175E+05
   69900,2026-07-30T13:42:08.388+08:00, 0.331E-02, 251.16945, 0.53252E+05
   70000,2026-07-30T13:43:23.016+08:00, 0.331E-02, 251.50078, 0.53326E+05
   70100,2026-07-30T13:44:40.349+08:00, 0.331E-02, 251.83210, 0.53402E+05
   70200,2026-07-30T13:45:55.389+08:00, 0.331E-02, 252.16343, 0.53477E+05
   70300,2026-07-30T13:47:11.773+08:00, 0.331E-02, 252.49476, 0.53553E+05
   70400,2026-07-30T13:48:28.107+08:00, 0.331E-02, 252.82609, 0.53628E+05
   70500,2026-07-30T13:49:44.415+08:00, 0.364E-02, 253.17465, 0.53704E+05
   70600,2026-07-30T13:51:00.438+08:00, 0.345E-02, 253.51983, 0.53779E+05
   70700,2026-07-30T13:52:17.436+08:00, 0.380E-02, 253.88344, 0.53856E+05
   70800,2026-07-30T13:53:34.617+08:00, 0.326E-02, 254.25791, 0.53932E+05
   70900,2026-07-30T13:54:49.945+08:00, 0.354E-02, 254.60288, 0.54007E+05
   71000,2026-07-30T13:56:06.065+08:00, 0.354E-02, 254.95691, 0.54083E+05
   71100,2026-07-30T13:57:22.682+08:00, 0.389E-02, 255.31413, 0.54159E+05
   71200,2026-07-30T13:58:40.029+08:00, 0.350E-02, 255.69807, 0.54236E+05
   71300,2026-07-30T13:59:57.450+08:00, 0.350E-02, 256.04826, 0.54312E+05
   71400,2026-07-30T14:01:14.069+08:00, 0.385E-02, 256.40930, 0.54388E+05
   71500,2026-07-30T14:02:31.098+08:00, 0.309E-02, 256.73953, 0.54465E+05
   71600,2026-07-30T14:03:47.629+08:00, 0.374E-02, 257.06992, 0.54541E+05
   71700,2026-07-30T14:05:04.639+08:00, 0.335E-02, 257.43605, 0.54617E+05
   71800,2026-07-30T14:06:21.978+08:00, 0.368E-02, 257.77605, 0.54694E+05
   71900,2026-07-30T14:07:39.531+08:00, 0.323E-02, 258.14376, 0.54771E+05
   72000,2026-07-30T14:08:57.041+08:00, 0.356E-02, 258.47779, 0.54848E+05
   72100,2026-07-30T14:10:14.189+08:00, 0.391E-02, 258.84771, 0.54924E+05
   72200,2026-07-30T14:11:31.475+08:00, 0.349E-02, 259.19911, 0.55001E+05
   72300,2026-07-30T14:12:48.846+08:00, 0.344E-02, 259.55963, 0.55078E+05
   72400,2026-07-30T14:14:06.033+08:00, 0.344E-02, 259.90320, 0.55154E+05
   72500,2026-07-30T14:15:23.102+08:00, 0.378E-02, 260.25433, 0.55231E+05
   72600,2026-07-30T14:16:40.495+08:00, 0.303E-02, 260.59453, 0.55308E+05
   72700,2026-07-30T14:17:55.111+08:00, 0.334E-02, 260.91013, 0.55382E+05
   72800,2026-07-30T14:19:11.933+08:00, 0.295E-02, 261.23855, 0.55458E+05
   72900,2026-07-30T14:20:28.074+08:00, 0.325E-02, 261.55724, 0.55533E+05
   73000,2026-07-30T14:21:43.754+08:00, 0.352E-02, 261.90547, 0.55609E+05
   73100,2026-07-30T14:23:00.961+08:00, 0.314E-02, 262.24041, 0.55685E+05
   73200,2026-07-30T14:24:17.404+08:00, 0.339E-02, 262.58489, 0.55761E+05
   73300,2026-07-30T14:25:33.517+08:00, 0.335E-02, 262.91113, 0.55837E+05
   73400,2026-07-30T14:26:49.730+08:00, 0.406E-02, 263.27827, 0.55912E+05
   73500,2026-07-30T14:28:06.569+08:00, 0.326E-02, 263.64173, 0.55988E+05
   73600,2026-07-30T14:29:22.280+08:00, 0.326E-02, 263.96792, 0.56063E+05
   73700,2026-07-30T14:30:39.382+08:00, 0.359E-02, 264.31988, 0.56140E+05
   73800,2026-07-30T14:31:55.197+08:00, 0.336E-02, 264.65064, 0.56215E+05
   73900,2026-07-30T14:33:11.317+08:00, 0.336E-02, 264.98678, 0.56291E+05
   74000,2026-07-30T14:34:27.335+08:00, 0.336E-02, 265.32292, 0.56366E+05
   74100,2026-07-30T14:35:43.508+08:00, 0.370E-02, 265.67689, 0.56442E+05
   74200,2026-07-30T14:37:00.771+08:00, 0.370E-02, 266.04664, 0.56518E+05
   74300,2026-07-30T14:38:17.590+08:00, 0.407E-02, 266.42417, 0.56595E+05
   74400,2026-07-30T14:39:34.990+08:00, 0.365E-02, 266.79453, 0.56671E+05
   74500,2026-07-30T14:40:51.741+08:00, 0.327E-02, 267.13185, 0.56747E+05
   74600,2026-07-30T14:42:08.641+08:00, 0.360E-02, 267.48396, 0.56824E+05
   74700,2026-07-30T14:43:25.742+08:00, 0.396E-02, 267.84719, 0.56900E+05
   74800,2026-07-30T14:44:43.193+08:00, 0.390E-02, 268.21632, 0.56977E+05
   74900,2026-07-30T14:46:00.297+08:00, 0.351E-02, 268.57536, 0.57054E+05
   75000,2026-07-30T14:47:16.982+08:00, 0.379E-02, 268.95204, 0.57130E+05
   75100,2026-07-30T14:48:32.007+08:00, 0.339E-02, 269.32745, 0.57204E+05
   75200,2026-07-30T14:49:47.321+08:00, 0.339E-02, 269.66640, 0.57279E+05
   75300,2026-07-30T14:51:02.804+08:00, 0.339E-02, 270.00535, 0.57354E+05
   75400,2026-07-30T14:52:17.776+08:00, 0.373E-02, 270.34905, 0.57428E+05
   75500,2026-07-30T14:53:34.372+08:00, 0.361E-02, 270.72289, 0.57504E+05
   75600,2026-07-30T14:54:49.356+08:00, 0.353E-02, 271.07422, 0.57579E+05
   75700,2026-07-30T14:56:03.554+08:00, 0.315E-02, 271.41637, 0.57652E+05
   75800,2026-07-30T14:57:19.805+08:00, 0.346E-02, 271.76193, 0.57728E+05
   75900,2026-07-30T14:58:35.864+08:00, 0.381E-02, 272.12992, 0.57803E+05
   76000,2026-07-30T14:59:52.837+08:00, 0.381E-02, 272.51072, 0.57880E+05
   76100,2026-07-30T15:01:08.692+08:00, 0.375E-02, 272.86382, 0.57955E+05
   76200,2026-07-30T15:02:24.814+08:00, 0.357E-02, 273.22414, 0.58031E+05
   76300,2026-07-30T15:03:41.657+08:00, 0.357E-02, 273.58107, 0.58107E+05
   76400,2026-07-30T15:04:58.483+08:00, 0.352E-02, 273.96732, 0.58183E+05
   76500,2026-07-30T15:06:15.843+08:00, 0.347E-02, 274.29102, 0.58260E+05
   76600,2026-07-30T15:07:33.235+08:00, 0.382E-02, 274.65592, 0.58337E+05
   76700,2026-07-30T15:08:50.946+08:00, 0.303E-02, 275.00273, 0.58414E+05
   76800,2026-07-30T15:10:07.169+08:00, 0.334E-02, 275.32822, 0.58489E+05
   76900,2026-07-30T15:11:25.855+08:00, 0.326E-02, 275.64512, 0.58567E+05
   77000,2026-07-30T15:12:43.121+08:00, 0.394E-02, 275.99447, 0.58644E+05
   77100,2026-07-30T15:13:59.204+08:00, 0.347E-02, 276.36207, 0.58720E+05
   77200,2026-07-30T15:15:16.248+08:00, 0.381E-02, 276.71973, 0.58796E+05
   77300,2026-07-30T15:16:32.224+08:00, 0.342E-02, 277.06659, 0.58871E+05
   77400,2026-07-30T15:17:49.803+08:00, 0.369E-02, 277.43611, 0.58948E+05
   77500,2026-07-30T15:19:06.423+08:00, 0.369E-02, 277.80508, 0.59024E+05
   77600,2026-07-30T15:20:23.157+08:00, 0.361E-02, 278.16083, 0.59101E+05
   77700,2026-07-30T15:21:39.857+08:00, 0.361E-02, 278.52203, 0.59177E+05
   77800,2026-07-30T15:22:57.082+08:00, 0.361E-02, 278.88324, 0.59253E+05
   77900,2026-07-30T15:24:14.466+08:00, 0.361E-02, 279.24444, 0.59330E+05
   78000,2026-07-30T15:25:32.314+08:00, 0.354E-02, 279.57991, 0.59407E+05
   78100,2026-07-30T15:26:50.938+08:00, 0.349E-02, 279.94961, 0.59485E+05
   78200,2026-07-30T15:28:10.571+08:00, 0.343E-02, 280.28147, 0.59564E+05
   78300,2026-07-30T15:29:28.001+08:00, 0.377E-02, 280.64644, 0.59641E+05
   78400,2026-07-30T15:30:44.506+08:00, 0.334E-02, 280.98318, 0.59717E+05
   78500,2026-07-30T15:32:01.189+08:00, 0.367E-02, 281.31855, 0.59793E+05
   78600,2026-07-30T15:33:21.716+08:00, 0.329E-02, 281.65903, 0.59873E+05
   78700,2026-07-30T15:34:38.596+08:00, 0.361E-02, 282.00530, 0.59949E+05
   78800,2026-07-30T15:35:59.444+08:00, 0.320E-02, 282.34936, 0.60030E+05
   78900,2026-07-30T15:37:17.161+08:00, 0.387E-02, 282.70940, 0.60107E+05
   79000,2026-07-30T15:38:38.723+08:00, 0.336E-02, 283.10704, 0.60188E+05
   79100,2026-07-30T15:39:56.160+08:00, 0.370E-02, 283.44856, 0.60264E+05
   79200,2026-07-30T15:41:15.950+08:00, 0.363E-02, 283.83256, 0.60344E+05
   79300,2026-07-30T15:42:33.997+08:00, 0.363E-02, 284.19524, 0.60421E+05
   79400,2026-07-30T15:43:52.451+08:00, 0.399E-02, 284.59201, 0.60499E+05
   79500,2026-07-30T15:45:10.979+08:00, 0.357E-02, 284.96026, 0.60577E+05
   79600,2026-07-30T15:46:29.506+08:00, 0.393E-02, 285.33382, 0.60655E+05
   79700,2026-07-30T15:47:47.515+08:00, 0.348E-02, 285.67949, 0.60732E+05
   79800,2026-07-30T15:49:06.322+08:00, 0.383E-02, 286.05481, 0.60810E+05
   79900,2026-07-30T15:50:25.370+08:00, 0.336E-02, 286.39480, 0.60889E+05
   80000,2026-07-30T15:51:42.508+08:00, 0.369E-02, 286.75072, 0.60965E+05
   80100,2026-07-30T15:53:01.799+08:00, 0.296E-02, 287.07323, 0.61044E+05
   80200,2026-07-30T15:54:18.483+08:00, 0.384E-02, 287.41917, 0.61120E+05
   80300,2026-07-30T15:55:35.744+08:00, 0.342E-02, 287.77886, 0.61197E+05
   80400,2026-07-30T15:56:52.260+08:00, 0.376E-02, 288.14697, 0.61273E+05
   80500,2026-07-30T15:58:08.441+08:00, 0.336E-02, 288.50384, 0.61348E+05
   80600,2026-07-30T15:59:25.225+08:00, 0.370E-02, 288.87060, 0.61424E+05
   80700,2026-07-30T16:00:41.428+08:00, 0.294E-02, 289.21109, 0.61500E+05
   80800,2026-07-30T16:01:55.964+08:00, 0.355E-02, 289.53042, 0.61574E+05
   80900,2026-07-30T16:03:11.737+08:00, 0.355E-02, 289.88560, 0.61649E+05
   81000,2026-07-30T16:04:27.005+08:00, 0.355E-02, 290.24077, 0.61724E+05
   81100,2026-07-30T16:05:41.679+08:00, 0.355E-02, 290.59595, 0.61798E+05
   81200,2026-07-30T16:06:55.215+08:00, 0.350E-02, 290.94032, 0.61871E+05
   81300,2026-07-30T16:08:08.246+08:00, 0.334E-02, 291.27756, 0.61943E+05
   81400,2026-07-30T16:09:21.263+08:00, 0.367E-02, 291.64399, 0.62016E+05
   81500,2026-07-30T16:10:33.864+08:00, 0.367E-02, 292.01142, 0.62088E+05
   81600,2026-07-30T16:11:47.677+08:00, 0.291E-02, 292.34614, 0.62161E+05
   81700,2026-07-30T16:12:59.839+08:00, 0.352E-02, 292.65606, 0.62233E+05
   81800,2026-07-30T16:14:13.013+08:00, 0.352E-02, 293.00848, 0.62305E+05
   81900,2026-07-30T16:15:25.720+08:00, 0.352E-02, 293.36090, 0.62378E+05
   82000,2026-07-30T16:16:39.624+08:00, 0.352E-02, 293.71332, 0.62451E+05
   82100,2026-07-30T16:17:53.986+08:00, 0.346E-02, 294.07281, 0.62525E+05
   82200,2026-07-30T16:19:09.087+08:00, 0.381E-02, 294.42714, 0.62599E+05
   82300,2026-07-30T16:20:24.011+08:00, 0.328E-02, 294.80761, 0.62674E+05
   82400,2026-07-30T16:21:38.972+08:00, 0.361E-02, 295.14198, 0.62748E+05
   82500,2026-07-30T16:22:56.148+08:00, 0.397E-02, 295.52818, 0.62825E+05
   82600,2026-07-30T16:24:14.182+08:00, 0.354E-02, 295.88341, 0.62902E+05
   82700,2026-07-30T16:25:32.143+08:00, 0.389E-02, 296.26038, 0.62979E+05
   82800,2026-07-30T16:26:50.616+08:00, 0.349E-02, 296.62479, 0.63057E+05
   82900,2026-07-30T16:28:08.631+08:00, 0.384E-02, 296.97637, 0.63135E+05
   83000,2026-07-30T16:29:29.690+08:00, 0.328E-02, 297.32899, 0.63215E+05
   83100,2026-07-30T16:30:46.964+08:00, 0.397E-02, 297.68228, 0.63292E+05
   83200,2026-07-30T16:32:06.462+08:00, 0.350E-02, 298.06546, 0.63371E+05
   83300,2026-07-30T16:33:24.670+08:00, 0.385E-02, 298.43142, 0.63448E+05
   83400,2026-07-30T16:34:44.020+08:00, 0.346E-02, 298.79515, 0.63527E+05
   83500,2026-07-30T16:36:00.367+08:00, 0.346E-02, 299.14088, 0.63603E+05
   83600,2026-07-30T16:37:17.208+08:00, 0.380E-02, 299.51082, 0.63679E+05
   83700,2026-07-30T16:38:34.976+08:00, 0.375E-02, 299.87696, 0.63756E+05
   83733,2026-07-30T16:39:00.901+08:00, 0.297E-02, 300.00000, 0.63782E+05
