candidate_instance_id,trial_id,campaign_id,search_phase,variables_json,task,constraint,certification_layer,status,margin,worst_witness_json,certification_method,boxes_evaluated,rejection_code,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
CAND_377da84898214ef3ee54,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,STRUCTURAL_EXPRESSION_AUDIT,SYMBOLIC,FAIL,,{},SYMBOLIC_STRUCTURE_AUDIT,0,NO_ALLOWED_VARIABLE_SUPPORT,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_ON_AUDIT_POINTS,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.0,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.6993890486934817,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,2.550136,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_NO_SINGULARITY_ON_SUPPORT,CONTINUOUS_DOMAIN_INTERVAL,PASS,,"{""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_guard_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_operator_guard"":""not_applicable""}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.699389048693481762276635,"{""bound_relation"":""GT_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.699389048693481762276635"",""3.400669064159072380747855""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_dabe91a6e78936a97337,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,CONTINUOUS_DOMAIN_INTERVAL,PASS,2.550136000000000180421011,"{""bound_relation"":""GE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""certified_expression"":""2.55013600000000"",""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""2.550136000000000180421011"",""2.550136000000000180421011""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_ON_AUDIT_POINTS,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.0,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.6818225605379127,"{""d"":1.1111111111111112,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,2.5237753888888887,"{""d"":1.1111111111111112,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_NO_SINGULARITY_ON_SUPPORT,CONTINUOUS_DOMAIN_INTERVAL,PASS,,"{""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_guard_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_operator_guard"":""not_applicable""}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.681822560537912672839328,"{""bound_relation"":""GT_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.681822560537912672839328"",""3.810024737739542813795994""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_240d0bae82aaeb87fcdf,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,CONTINUOUS_DOMAIN_INTERVAL,PASS,2.523775388888888798411376,"{""bound_relation"":""GE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""certified_expression"":""-3.6348865*(0.275111753833304*d - 1.0)"",""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""2.523775388888888798411376"",""2.857108722222222171662807""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_ON_AUDIT_POINTS,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.0,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.9288379565406375,"{""d"":1.1111111111111112,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.6714985219478731,"{""d"":1.1111111111111112,""q"":1.333524590123457}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_NO_SINGULARITY_ON_SUPPORT,CONTINUOUS_DOMAIN_INTERVAL,PASS,,"{""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_guard_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_operator_guard"":""not_applicable""}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.434869266924558998744532,"{""bound_relation"":""GT_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.434869266924558998744532"",""4.156038695721855130259964""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d2eccf1864714c6d4a40,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,CONTINUOUS_DOMAIN_INTERVAL,PASS,0.6714985219478732433109325,"{""bound_relation"":""GE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""certified_expression"":""-3.6348865*(0.550223507666608*d*q - 1.0)"",""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""0.6714985219478732433109325"",""2.598277442386831140593282""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_ON_AUDIT_POINTS,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.0,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.0904485251039024,"{""d"":1.1111111111111112,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.0134784521934541,"{""d"":0.7777777777777778,""q"":1.333524590123457}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,RAW_DIVISION_DENOMINATOR_NONZERO_0001,RAW_OPERATOR_DOMAIN_INTERVAL,PASS,0.6663915370370371,"{""bound_relation"":""NE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""guard_expression"":""q"",""guard_relation"":""NE_ZERO"",""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""raw_operator"":""DIVISION"",""raw_subexpression"":""d * 2.3171868 / q"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""0.6663915370370371"",""1.333524590123457""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_NO_SINGULARITY_ON_SUPPORT,CONTINUOUS_DOMAIN_INTERVAL,PASS,0.6663915370370371,"{""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_guard_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_operator_guard"":""0.6663915370370371""}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.090448525103901986427592,"{""bound_relation"":""GT_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.090448525103901986427592"",""3.602522562439768664985862""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_333bc8d0d18c8e17f309,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.013478452193453990708132,"{""bound_relation"":""GE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""certified_expression"":""2.3171868*d/q**2"",""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.013478452193453990708132"",""5.797751412142207506226165""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ed3e983668fdeb5a096f,peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",peak,STRUCTURAL_EXPRESSION_AUDIT,SYMBOLIC,FAIL,,{},SYMBOLIC_STRUCTURE_AUDIT,0,COMPLEXITY_EXCEEDED,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_88035194820e21cad47b,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,STRUCTURAL_EXPRESSION_AUDIT,SYMBOLIC,FAIL,,{},SYMBOLIC_STRUCTURE_AUDIT,0,NO_ALLOWED_VARIABLE_SUPPORT,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_ON_AUDIT_POINTS,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,0.0,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,1.6993900482807873,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,BOUNDARY_PLUS_SOBOL_NUMERIC,PASS,2.5501375,"{""d"":0.7777777777777778,""q"":0.6663915370370371}",FIXED_BOUNDARY_PLUS_SOBOL_NUMERIC_AUDIT,0,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,REAL_FINITE_NO_SINGULARITY_ON_SUPPORT,CONTINUOUS_DOMAIN_INTERVAL,PASS,,"{""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_guard_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_operator_guard"":""not_applicable""}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,F_T_STRICTLY_POSITIVE,CONTINUOUS_DOMAIN_INTERVAL,PASS,1.699390048280787161615275,"{""bound_relation"":""GT_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""1.699390048280787161615275"",""3.400671064445957253325508""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_d97b07766c58f3421a32,peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",peak,PEAK_NONDECREASING_WITH_Q,CONTINUOUS_DOMAIN_INTERVAL,PASS,2.550137499999999945998752,"{""bound_relation"":""GE_ZERO"",""box_limit"":4096,""boxes_evaluated"":1,""certified_expression"":""2.55013750000000"",""covered_support"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""depth_limit"":24,""interval_dps"":60,""method"":""MPMATH_IV_BRANCH_AND_BOUND_V1"",""mpmath_version"":""1.3.0"",""worst_box"":{""d"":[0.7777777777777778,1.1111111111111112],""q"":[0.6663915370370371,1.333524590123457],""xi"":[0.0,5.0]},""worst_interval"":[""2.550137499999999945998752"",""2.550137499999999945998752""]}",MPMATH_IV_BRANCH_AND_BOUND_V1,1,,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
