trial_id,campaign_id,search_phase,variables_json,stage,task,outer_fold_index,outer_holdout_parent_case_id,inner_fold_index,train_parent_case_ids_json,validation_parent_case_ids_json,test_parent_case_ids_json,seed,status,error_type,error_message,started_at_utc,elapsed_s,n_train_rows,n_train_parent_groups,candidate_count,runner_metadata_json,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
shape_xi_only__outer01__inner01__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s45"",""d_q027_s50""]","[""d_q018_s45""]",2026082305,SUCCESS,,,2026-08-23T12:05:08.540494+00:00,35.57350610010326,650,6,3,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner01__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner02__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,2,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s50""]","[""d_q036_s35"",""d_q036_s45""]","[""d_q018_s45""]",2026082301,SUCCESS,,,2026-08-23T12:05:44.664005+00:00,26.83362969988957,790,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner02__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner02__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,2,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s50""]","[""d_q036_s35"",""d_q036_s45""]","[""d_q018_s45""]",2026082302,SUCCESS,,,2026-08-23T12:06:11.922828+00:00,32.12403000006452,790,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner02__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner02__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,2,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s50""]","[""d_q036_s35"",""d_q036_s45""]","[""d_q018_s45""]",2026082303,SUCCESS,,,2026-08-23T12:06:44.477159+00:00,24.39991939999163,790,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner02__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner02__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,2,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s50""]","[""d_q036_s35"",""d_q036_s45""]","[""d_q018_s45""]",2026082304,SUCCESS,,,2026-08-23T12:07:09.396884+00:00,22.724006799980998,790,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner02__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner02__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,2,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s50""]","[""d_q036_s35"",""d_q036_s45""]","[""d_q018_s45""]",2026082305,SUCCESS,,,2026-08-23T12:07:33.131085+00:00,38.37967049982399,790,6,3,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner02__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner03__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,3,"[""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45""]","[""d_q018_s35"",""d_q036_s50""]","[""d_q018_s45""]",2026082301,SUCCESS,,,2026-08-23T12:08:12.176530+00:00,36.11081189988181,572,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner03__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner03__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,3,"[""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45""]","[""d_q018_s35"",""d_q036_s50""]","[""d_q018_s45""]",2026082302,SUCCESS,,,2026-08-23T12:08:49.220610+00:00,36.20462010009214,572,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner03__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner03__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,3,"[""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45""]","[""d_q018_s35"",""d_q036_s50""]","[""d_q018_s45""]",2026082303,SUCCESS,,,2026-08-23T12:09:26.377586+00:00,34.35098069999367,572,6,3,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner03__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner03__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,3,"[""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45""]","[""d_q018_s35"",""d_q036_s50""]","[""d_q018_s45""]",2026082304,SUCCESS,,,2026-08-23T12:10:01.270114+00:00,28.242874999996275,572,6,2,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner03__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__inner03__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,1,d_q018_s45,3,"[""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45""]","[""d_q018_s35"",""d_q036_s50""]","[""d_q018_s45""]",2026082305,SUCCESS,,,2026-08-23T12:10:30.029488+00:00,28.538966599851847,572,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__inner03__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__refit__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",OUTER_REFIT_SEARCH,shape,1,d_q018_s45,-1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s45""]",2026082301,SUCCESS,,,2026-08-23T12:10:59.149177+00:00,39.32290559960529,934,8,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__refit__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__refit__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",OUTER_REFIT_SEARCH,shape,1,d_q018_s45,-1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s45""]",2026082302,SUCCESS,,,2026-08-23T12:11:39.028196+00:00,38.28510500025004,934,8,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__refit__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__refit__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",OUTER_REFIT_SEARCH,shape,1,d_q018_s45,-1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s45""]",2026082303,SUCCESS,,,2026-08-23T12:12:17.863669+00:00,42.03391609992832,934,8,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__refit__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__refit__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",OUTER_REFIT_SEARCH,shape,1,d_q018_s45,-1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s45""]",2026082304,SUCCESS,,,2026-08-23T12:13:00.765024+00:00,33.837091700173914,934,8,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__refit__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer01__refit__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",OUTER_REFIT_SEARCH,shape,1,d_q018_s45,-1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s45""]",2026082305,SUCCESS,,,2026-08-23T12:13:35.438691+00:00,36.61119140032679,934,8,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer01__refit__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner00__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,0,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s50""]",2026082301,SUCCESS,,,2026-08-23T12:14:12.800064+00:00,27.65472079999745,580,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner00__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner00__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,0,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s50""]",2026082302,SUCCESS,,,2026-08-23T12:14:41.084931+00:00,33.60808130027726,580,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner00__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner00__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,0,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s50""]",2026082303,SUCCESS,,,2026-08-23T12:15:15.357731+00:00,25.689016399905086,580,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner00__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner00__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,0,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s50""]",2026082304,SUCCESS,,,2026-08-23T12:15:41.521521+00:00,24.3308321996592,580,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner00__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner00__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,0,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s50""]",2026082305,SUCCESS,,,2026-08-23T12:16:06.397959+00:00,24.417857700027525,580,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner00__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner01__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,1,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s50""]",2026082301,SUCCESS,,,2026-08-23T12:16:31.288454+00:00,25.5794011997059,720,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner01__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner01__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,1,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s50""]",2026082302,SUCCESS,,,2026-08-23T12:16:57.553348+00:00,27.176371299661696,720,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner01__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner01__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,1,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s50""]",2026082303,SUCCESS,,,2026-08-23T12:17:25.357955+00:00,26.821090300101787,720,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner01__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner01__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,1,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s50""]",2026082304,SUCCESS,,,2026-08-23T12:17:52.770417+00:00,27.334921900182962,720,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner01__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner01__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,1,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s50""]",2026082305,SUCCESS,,,2026-08-23T12:18:21.335801+00:00,26.065008899662644,720,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner01__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner02__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,2,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50""]",2026082301,SUCCESS,,,2026-08-23T12:18:48.008058+00:00,25.91130999987945,646,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner02__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner02__seed2026082302,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,2,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50""]",2026082302,SUCCESS,,,2026-08-23T12:19:14.329919+00:00,29.883582099806517,646,6,4,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner02__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner02__seed2026082303,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,2,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50""]",2026082303,SUCCESS,,,2026-08-23T12:19:44.982696+00:00,24.642089099623263,646,6,3,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner02__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner02__seed2026082304,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,2,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50""]",2026082304,SUCCESS,,,2026-08-23T12:20:10.194340+00:00,27.83202870003879,646,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner02__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner02__seed2026082305,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,2,"[""d_q018_s35"",""d_q018_s45"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50""]",2026082305,SUCCESS,,,2026-08-23T12:20:38.657251+00:00,25.32343150023371,646,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner02__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
shape_xi_only__outer02__inner03__seed2026082301,shape_xi_only,INITIAL,"[""xi""]",INNER_SEARCH,shape,2,d_q018_s50,3,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35"",""d_q018_s45""]","[""d_q018_s50""]",2026082301,SUCCESS,,,2026-08-23T12:21:04.426313+00:00,27.296144799795,646,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""shape_xi_only__outer02__inner03__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
