trial_id,campaign_id,search_phase,variables_json,stage,task,outer_fold_index,outer_holdout_parent_case_id,inner_fold_index,train_parent_case_ids_json,validation_parent_case_ids_json,test_parent_case_ids_json,seed,status,error_type,error_message,started_at_utc,elapsed_s,n_train_rows,n_train_parent_groups,candidate_count,runner_metadata_json,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
peak_q_d__outer00__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s45"",""d_q018_s50""]","[""d_q018_s35""]",2026082301,SUCCESS,,,2026-08-23T10:59:09.594321+00:00,27.335986400023103,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner00__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s45"",""d_q018_s50""]","[""d_q018_s35""]",2026082302,SUCCESS,,,2026-08-23T10:59:36.963822+00:00,3.0484886998310685,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner00__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s45"",""d_q018_s50""]","[""d_q018_s35""]",2026082303,SUCCESS,,,2026-08-23T10:59:40.033175+00:00,2.766322399955243,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner00__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s45"",""d_q018_s50""]","[""d_q018_s35""]",2026082304,SUCCESS,,,2026-08-23T10:59:42.821729+00:00,3.084488299675286,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner00__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner00__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,0,"[""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s45"",""d_q018_s50""]","[""d_q018_s35""]",2026082305,SUCCESS,,,2026-08-23T10:59:45.938422+00:00,3.0443715997971594,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner00__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s35""]",2026082301,SUCCESS,,,2026-08-23T10:59:49.011281+00:00,2.897943500429392,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner01__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s35""]",2026082302,SUCCESS,,,2026-08-23T10:59:51.948430+00:00,2.9531513997353613,6,6,9,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner01__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s35""]",2026082303,SUCCESS,,,2026-08-23T10:59:54.926999+00:00,2.740110999904573,6,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner01__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s35""]",2026082304,SUCCESS,,,2026-08-23T10:59:57.694050+00:00,4.031373000238091,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner01__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner01__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s35"",""d_q027_s45""]","[""d_q018_s35""]",2026082305,SUCCESS,,,2026-08-23T11:00:01.752560+00:00,2.923342499881983,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner01__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner02__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,2,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s35""]",2026082301,SUCCESS,,,2026-08-23T11:00:04.708343+00:00,3.920561000239104,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner02__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner02__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,2,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s35""]",2026082302,SUCCESS,,,2026-08-23T11:00:08.661184+00:00,3.1196326999925077,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner02__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner02__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,2,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s35""]",2026082303,SUCCESS,,,2026-08-23T11:00:11.815334+00:00,2.8680664002895355,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner02__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner02__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,2,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s35""]",2026082304,SUCCESS,,,2026-08-23T11:00:14.708200+00:00,3.0688932999037206,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner02__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner02__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,2,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s50"",""d_q036_s35""]","[""d_q018_s35""]",2026082305,SUCCESS,,,2026-08-23T11:00:17.798020+00:00,2.9816919998265803,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner02__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner03__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,3,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35""]",2026082301,SUCCESS,,,2026-08-23T11:00:20.809040+00:00,2.822214599698782,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner03__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner03__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,3,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35""]",2026082302,SUCCESS,,,2026-08-23T11:00:23.660432+00:00,3.0186729999259114,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner03__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner03__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,3,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35""]",2026082303,SUCCESS,,,2026-08-23T11:00:26.704411+00:00,3.2505018999800086,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner03__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner03__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,3,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35""]",2026082304,SUCCESS,,,2026-08-23T11:00:29.980015+00:00,3.3179035000503063,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner03__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__inner03__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,0,d_q018_s35,3,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35""]","[""d_q036_s45"",""d_q036_s50""]","[""d_q018_s35""]",2026082305,SUCCESS,,,2026-08-23T11:00:33.324356+00:00,2.9914489998482168,6,6,8,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__inner03__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__refit__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",OUTER_REFIT_SEARCH,peak,0,d_q018_s35,-1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s35""]",2026082301,SUCCESS,,,2026-08-23T11:00:36.346924+00:00,3.5572015000507236,8,8,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__refit__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__refit__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",OUTER_REFIT_SEARCH,peak,0,d_q018_s35,-1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s35""]",2026082302,SUCCESS,,,2026-08-23T11:00:39.941670+00:00,3.749874500092119,8,8,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__refit__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__refit__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",OUTER_REFIT_SEARCH,peak,0,d_q018_s35,-1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s35""]",2026082303,SUCCESS,,,2026-08-23T11:00:43.778185+00:00,3.8064699000678957,8,8,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__refit__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__refit__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",OUTER_REFIT_SEARCH,peak,0,d_q018_s35,-1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s35""]",2026082304,SUCCESS,,,2026-08-23T11:00:47.617475+00:00,3.8101022001355886,8,8,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__refit__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer00__refit__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",OUTER_REFIT_SEARCH,peak,0,d_q018_s35,-1,"[""d_q018_s45"",""d_q018_s50"",""d_q027_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]",[],"[""d_q018_s35""]",2026082305,SUCCESS,,,2026-08-23T11:00:51.458646+00:00,3.354520599823445,8,8,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer00__refit__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner00__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,0,"[""d_q018_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50"",""d_q027_s35""]","[""d_q018_s45""]",2026082301,SUCCESS,,,2026-08-23T11:00:54.872036+00:00,4.148963400162756,6,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner00__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner00__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,0,"[""d_q018_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50"",""d_q027_s35""]","[""d_q018_s45""]",2026082302,SUCCESS,,,2026-08-23T11:00:59.063245+00:00,3.7132922001183033,6,6,6,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner00__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner00__seed2026082303,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,0,"[""d_q018_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50"",""d_q027_s35""]","[""d_q018_s45""]",2026082303,SUCCESS,,,2026-08-23T11:01:02.810243+00:00,3.086878600064665,6,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner00__seed2026082303""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner00__seed2026082304,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,0,"[""d_q018_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50"",""d_q027_s35""]","[""d_q018_s45""]",2026082304,SUCCESS,,,2026-08-23T11:01:05.923319+00:00,5.29724569991231,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner00__seed2026082304""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner00__seed2026082305,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,0,"[""d_q018_s35"",""d_q027_s45"",""d_q027_s50"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q018_s50"",""d_q027_s35""]","[""d_q018_s45""]",2026082305,SUCCESS,,,2026-08-23T11:01:11.253870+00:00,3.686900899745524,6,6,5,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner00__seed2026082305""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner01__seed2026082301,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s45"",""d_q027_s50""]","[""d_q018_s45""]",2026082301,SUCCESS,,,2026-08-23T11:01:14.970235+00:00,3.859432900324464,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner01__seed2026082301""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
peak_q_d__outer01__inner01__seed2026082302,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,1,d_q018_s45,1,"[""d_q018_s35"",""d_q018_s50"",""d_q027_s35"",""d_q036_s35"",""d_q036_s45"",""d_q036_s50""]","[""d_q027_s45"",""d_q027_s50""]","[""d_q018_s45""]",2026082302,SUCCESS,,,2026-08-23T11:01:18.862547+00:00,4.08471309999004,6,6,7,"{""engine"": ""PySR"", ""engine_output_directory"": ""C:\\Users\\xiao.cheng\\Desktop\\科研\\derived\\development\\g5_sr_engine"", ""engine_run_id"": ""peak_q_d__outer01__inner01__seed2026082302""}",453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
